id,movie_id,language_id
771,1656,2
772,12159,1
773,9678,1
774,9678,3
775,4442,1
776,4442,3
777,4442,5
778,4442,4
779,75,1
780,75,3
781,330770,3
782,9433,1
783,9433,3
784,9433,11
785,19959,1
786,19959,3
787,11973,1
788,11973,11
789,11228,1
790,77951,1
791,5491,1
792,5491,3
793,10715,1
794,10197,1
795,10197,3
796,10197,4
797,9562,1
798,9562,3
799,9922,1
800,9922,3
801,9447,1
802,274854,1
803,8870,1
804,9992,1
805,36970,3
806,10077,1
807,10077,8
808,76649,1
809,453,1
810,8587,1
811,72545,1
812,109451,1
813,9533,1
814,2023,1
815,71880,1
816,584,1
817,584,2
818,309809,1
819,4858,11
820,4858,1
821,17711,11
822,328111,1
823,8698,1
824,8698,5
825,8698,4
826,93456,1
827,602,1
828,330,1
829,953,1
830,953,3
831,953,17
832,953,2
833,953,9
834,9693,1
835,36657,1
836,8909,1
837,9802,1
838,950,1
839,1824,1
840,2976,1
841,11026,1
842,332,1
843,332,27
844,332,3
845,332,2
846,75656,3
847,75656,1
848,38365,1
849,594,38
850,594,1
851,594,3
852,594,11
853,594,2
854,15189,1
855,11678,1
856,11678,20
857,6538,21
858,6538,1
859,6538,11
860,6538,20
861,6538,30
862,10555,1
863,1125,1
864,4551,1
865,4551,11
866,612,21
867,612,5
868,612,7
869,612,1
870,612,3
871,612,30
872,612,4
873,612,11
874,9567,1
875,37821,1
876,203801,4
877,203801,1
878,203801,11
879,203801,5
880,2539,2
881,2539,1
882,9297,1
883,3172,1
884,6520,1
885,6520,3
886,1439,1
887,1439,9
888,37958,7
889,37958,1
890,2026,1
891,7450,1
892,7450,8
893,11375,1
894,9425,1
895,25769,1
896,23685,1
897,11866,1
898,9741,1
899,211672,1
900,23629,1
901,23629,5
902,8688,24
903,8688,1
904,10153,1
905,153518,1
906,8676,1
907,20829,1
908,4349,21
909,4349,1
910,9718,1
911,10808,1
912,197,1
913,197,3
914,197,15
915,197,23
916,25,1
917,25,2
918,25,21
919,25,15
920,35,1
921,11086,1
922,10477,1
923,10477,5
924,10477,2
925,1997,1
926,1997,3
927,1997,9
928,6947,1
929,3050,1
930,2675,1
931,2675,17
932,809,1
933,920,1
934,920,4
935,920,14
936,920,39
937,4806,1
938,7451,24
939,7451,1
940,7451,5
941,7451,2
942,7451,11
943,228165,1
944,3595,1
945,16869,5
946,16869,1
947,16869,3
948,16869,4
949,879,1
950,1573,1
951,1573,2
952,9257,1
953,9257,2
954,9257,3
955,1903,1
956,9697,1
957,395,4
958,395,1
959,23398,1
960,23398,3
961,10590,1
962,10590,40
963,10590,3
964,117263,1
965,117263,26
966,200,1
967,44943,1
968,587,1
969,10395,1
970,57212,1
971,152760,1
972,152760,5
973,152760,11
974,152760,3
975,2756,1
976,33909,1
977,49017,1
978,9882,2
979,9882,1
980,9882,21
981,2270,1
982,978,1
983,44564,1
984,3132,1
985,8814,14
986,8814,1
987,8427,1
988,8427,41
989,8427,11
990,52520,1
991,52520,11
992,80585,1
993,80585,9
994,10592,1
995,10592,5
996,49021,1
997,11535,5
998,11535,3
999,11535,14
1000,11535,26
1001,11535,11
1002,11535,21
1003,11535,1
1004,10550,1
1005,10550,2
1006,11258,1
1007,12610,1
1008,59981,1
1009,201088,1
1010,201088,4
1011,201088,8
1012,201088,2
1013,5137,18
1014,5137,5
1015,5137,1
1016,3093,1
1017,3093,5
1018,107846,1
1019,107846,5
1020,107846,21
1021,107846,20
1022,188207,1
1023,4614,21
1024,4614,1
1025,4614,11
1026,4614,42
1027,4614,5
1028,24021,1
1029,11371,1
1030,11371,3
1031,20352,1
1032,11517,1
1033,214756,1
1034,26428,1
1035,9824,1
1036,48988,1
1037,9008,21
1038,9008,1
1039,9008,14
1040,9008,19
1041,300673,1
1042,12113,21
1043,12113,1
1044,38778,1
1045,72331,1
1046,1844,1
1047,846,1
1048,9703,1
1049,857,24
1050,857,5
1051,857,1
1052,857,3
1053,136797,1
1054,3981,1
1055,3981,3
1056,425,1
1057,6171,1
1058,72976,1
1059,603,1
1060,568,1
1061,9021,1
1062,82695,1
1063,9489,1
1064,12133,1
1065,12133,2
1066,9342,1
1067,41733,1
1068,41733,2
1069,227306,4
1070,227306,1
1071,227306,14
1072,5551,1
1073,9350,1
1074,9208,1
1075,4244,1
1076,1852,1
1077,11820,1
1078,76493,1
1079,76493,30
1080,345,1
1081,196867,1
1082,256591,1
1083,59962,1
1084,36648,43
1085,36648,1
1086,1880,1
1087,1880,11
1088,1880,2
1089,9440,1
1090,71679,1
1091,10483,1
1092,11412,1
1093,11983,1
1094,6795,1
1095,550,1
1096,11170,1
1097,9292,1
1098,9292,4
1099,10783,1
1100,100241,1
1101,257,1
1102,9947,1
1103,9947,14
1104,189,1
1105,12618,1
1106,253412,1
1107,1427,1
1108,818,1
1109,818,14
1110,818,5
1111,818,3
1112,16577,1
1113,329,1
1114,329,2
1115,12160,1
1116,9331,1
1117,300168,1
1118,300168,8
1119,9072,1
1120,3536,1
1121,3536,3
1122,3536,5
1123,3536,11
1124,9087,1
1125,12177,1
1126,12138,1
1127,273248,2
1128,273248,1
1129,9955,1
1130,9955,14
1131,50359,1
1132,50359,14
1133,50359,9
1134,1271,1
1135,693,1
1136,14306,1
1137,497,3
1138,497,1
1139,11199,1
1140,9982,1
1141,210577,1
1142,2501,1
1143,2501,3
1144,2501,5
1145,2501,32
1146,2501,4
1147,710,1
1148,710,11
1149,710,2
1150,2275,1
1151,37165,1
1152,9837,30
1153,9837,1
1154,10708,1
1155,136400,2
1156,136400,1
1157,10992,1
1158,10992,3
1159,10992,5
1160,10992,9
1161,9654,42
1162,9654,1
1163,9654,4
1164,2642,1
1165,8916,1
1166,19899,1
1167,2119,1
1168,9641,1
1169,294254,1
1170,38167,17
1171,38167,1
1172,38167,4
1173,5994,1
1174,39514,1
1175,39514,11
1176,9563,1
1177,547,1
1178,1538,2
1179,1538,1
1180,9334,1
1181,9334,9
1182,11128,1
1183,75780,1
1184,8914,1
1185,13576,1
1186,39538,1
1187,39538,25
1188,39538,8
1189,10628,1
1190,14836,1
1191,8645,1
1192,8645,3
1193,9509,1
1194,9509,2
1195,10067,1
1196,9384,1
1197,9384,26
1198,9279,1
1199,1487,11
1200,1487,1
1201,9422,1
1202,77174,1
1203,4824,1
1204,4824,11
1205,9620,1
1206,9302,3
1207,10199,1
1208,10771,25
1209,10771,1
1210,3512,1
1211,137094,1
1212,274479,2
1213,274479,1
1214,267860,1
1215,8078,1
1216,7485,1
1217,170687,1
1218,6435,1
1219,137106,1
1220,10040,1
1221,6278,1
1222,82682,1
1223,17610,1
1224,22954,1
1225,16995,25
1226,16995,1
1227,16558,1
1228,16558,5
1229,16558,11
1230,16558,2
1231,9849,1
1232,9849,4
1233,5820,1
1234,16866,1
1235,16866,2
1236,201,1
1237,11775,3
1238,11775,1
1239,87825,1
1240,12201,1
1241,11015,1
1242,9932,1
1243,13389,11
1244,13389,1
1245,13389,2
1246,8838,1
1247,17332,1
1248,4958,1
1249,786,1
1250,9513,1
1251,9513,17
1252,11679,1
1253,38321,17
1254,38321,1
1255,38321,9
1256,14411,25
1257,14411,1
1258,14411,4
1259,8413,1
1260,8413,15
1261,10052,1
1262,10052,2
1263,9676,1
1264,9664,1
1265,9664,3
1266,2100,1
1267,10384,1
1268,137321,1
1269,123553,1
1270,11260,1
1271,9009,1
1272,11374,1
1273,2309,1
1274,8285,1
1275,8285,3
1276,8285,11
1277,210860,1
1278,2312,1
1279,9839,1
1280,9839,44
1281,9839,45
1282,9839,5
1283,9839,46
1284,381902,8
1285,13922,1
1286,13922,14
1287,293660,1
1288,9713,1
1289,190859,1
1290,257445,1
1291,9007,1
1292,9007,8
1293,9007,2
1294,889,1
1295,1370,1
1296,1370,11
1297,4942,1
1298,4942,5
1299,347969,1
1300,24438,1
1301,24438,4
1302,24438,11
1303,24438,2
1304,24438,42
1305,116741,1
1306,35791,1
1307,35791,2
1308,35791,14
1309,72431,1
1310,72431,3
1311,72431,5
1312,1813,1
1313,1813,3
1314,1813,5
1315,1813,4
1316,1813,8
1317,1813,2
1318,87428,1
1319,8840,1
1320,10589,1
1321,71676,1
1322,1722,1
1323,1722,5
1324,1722,7
1325,1722,4
1326,10022,1
1327,10022,26
1328,11358,1
1329,13,1
1330,6477,1
1331,6477,2
1332,6477,3
1333,6477,14
1334,1597,1
1335,10530,1
1336,1924,1
1337,9327,1
1338,8488,1
1339,10603,1
1340,10603,2
1341,8273,1
1342,109424,1
1343,109424,35
1344,35056,30
1345,35056,1
1346,8839,1
1347,156022,1
1348,7303,1
1349,7303,3
1350,8963,1
1351,1402,1
1352,1402,25
1353,9315,21
1354,9315,5
1355,9315,1
1356,9315,3
1357,9315,4
1358,9315,14
1359,8984,1
1360,795,1
1361,795,47
1362,24,1
1363,24,14
1364,24,3
1365,11353,1
1366,393,1
1367,393,8
1368,393,2
1369,393,25
1370,9618,1
1371,9374,1
1372,8584,1
1373,8584,8
1374,8584,2
1375,2320,1
1376,58224,1
1377,1729,1
1378,1729,8
1379,175574,1
1380,8077,1
1381,8818,1
1382,8818,2
1383,8195,1
1384,8195,3
1385,8195,11
1386,10586,1
1387,116149,1
1388,80035,1
1389,10632,1
1390,12117,1
1391,1792,1
1392,13260,1
1393,72197,1
1394,3580,1
1395,12123,1
1396,9566,1
1397,9833,4
1398,9833,1
1399,4517,12
1400,4517,1
1401,4517,2
1402,8202,1
1403,16072,1
1404,34314,1
1405,19724,1
1406,145220,5
1407,145220,1
1408,14623,1
1409,42297,1
1410,2841,48
1411,2841,3
1412,2841,5
1413,802,1
1414,10375,1
1415,36586,24
1416,36586,13
1417,36586,1
1418,11321,1
1419,11321,2
1420,70074,1
1421,242,1
1422,242,4
1423,242,5
1424,242,15
1425,9621,1
1426,1819,1
1427,8536,1
1428,8046,1
1429,1717,1
1430,479,1
1431,479,2
1432,479,5
1433,9444,1
1434,9444,11
1435,9444,3
1436,824,3
1437,824,2
1438,824,1
1439,11456,1
1440,261023,1
1441,3683,1
1442,22803,1
1443,285923,2
1444,285923,1
1445,39437,1
1446,1950,1
1447,640,1
1448,640,3
1449,97630,1
1450,97630,21
1451,9767,1
1452,11631,1
1453,11631,7
1454,32856,1
1455,6519,1
1456,8741,1
1457,8741,11
1458,49520,1
1459,1850,1
1460,524,1
1461,26389,5
1462,26389,1
1463,26389,3
1464,26389,8
1465,11817,1
1466,11817,18
1467,11817,49
1468,11817,5
1469,2123,1
1470,2123,5
1471,9907,1
1472,9969,1
1473,18239,1
1474,18239,4
1475,808,1
1476,38050,1
1477,8367,1
1478,9390,1
1479,9390,47
1480,72105,1
1481,2898,1
1482,10312,1
1483,109443,1
1484,2022,1
1485,37686,1
1486,462,1
1487,462,3
1488,9919,1
1489,187017,1
1490,628,1
1491,628,3
1492,10201,50
1493,10201,1
1494,10201,26
1495,302699,1
1496,9441,1
1497,274167,1
1498,224141,1
1499,388,1
1500,388,51
1501,2112,1
1502,10329,1
1503,10329,3
1504,74465,1
1505,13811,1
1506,6877,1
1507,10320,1
1508,50646,1
1509,8920,1
1510,13673,2
1511,13673,1
1512,60308,1
1513,6950,1
1514,6950,26
1515,6950,3
1516,225574,1
1517,225574,5
1518,13836,1
1519,752,1
1520,6038,1
1521,6038,8
1522,9975,1
1523,11451,1
1524,12103,1
1525,12103,3
1526,12103,4
1527,12103,2
1528,60304,1
1529,2251,1
1530,2251,3
1531,46529,3
1532,46529,1
1533,231,21
1534,231,1
1535,231,19
1536,231,20
1537,231,3
1538,231,8
1539,300671,21
1540,300671,1
1541,228326,1
1542,9754,1
1543,66,1
1544,66,2
1545,4421,1
1546,2649,25
1547,2649,5
1548,2649,1
1549,588,1
1550,10393,1
1551,71552,1
1552,9631,1
1553,216282,1
1554,306,1
1555,928,1
1556,205587,1
1557,6623,1
1558,6623,11
1559,6623,52
1560,6623,53
1561,6623,54
1562,1577,1
1563,9801,5
1564,9801,9
1565,9801,1
1566,2116,1
1567,9624,24
1568,9624,1
1569,14199,1
1570,1907,1
1571,1907,3
1572,1907,54
1573,1907,12
1574,1907,9
1575,4599,1
1576,22832,1
1577,10390,1
1578,9879,1
1579,38579,1
1580,44603,1
1581,44603,3
1582,11892,1
1583,9691,1
1584,9691,2
1585,9691,32
1586,1248,1
1587,1248,5
1588,1248,11
1589,12220,4
1590,12220,1
1591,72710,1
1592,10782,1
1593,9573,1
1594,9573,2
1595,4959,1
1596,4959,3
1597,4959,5
1598,4959,4
1599,4959,11
1600,10061,1
1601,10386,1
1602,421,1
1603,421,10
1604,421,17
1605,421,3
1606,421,55
1607,421,5
1608,421,4
1609,316152,1
1610,316152,5
1611,11615,1
1612,11615,2
1613,13498,1
1614,241554,1
1615,2252,1
1616,2252,11
1617,2252,6
1618,2252,42
1619,2252,20
1620,11968,1
1621,10047,1
1622,10047,15
1623,38319,1
1624,69668,1
1625,9770,1
1626,11212,1
1627,11212,3
1628,11212,5
1629,10533,1
1630,38363,1
1631,9923,1
1632,9923,47
1633,11863,1
1634,18501,1
1635,109491,1
1636,9275,1
1637,329833,1
1638,12634,1
1639,10416,1
1640,47327,1
1641,15268,1
1642,10796,1
1643,9548,1
1644,18947,1
1645,1900,2
1646,1900,1
1647,89,5
1648,89,7
1649,89,1
1650,96724,1
1651,96724,3
1652,198184,1
1653,9481,1
1654,4547,1
1655,53953,1
1656,53953,47
1657,6415,1
1658,6415,21
1659,181283,1
1660,9896,1
1661,167,1
1662,11232,1
1663,11232,3
1664,1636,1
1665,1636,11
1666,1636,2
1667,2148,1
1668,2148,4
1669,5176,1
1670,260346,1
1671,1389,1
1672,9894,1
1673,7504,16
1674,8592,1
1675,913,1
1676,11091,1
1677,1368,1
1678,593,11
1679,5393,1
1680,9095,1
1681,8874,1
1682,8874,3
1683,8874,4
1684,11467,1
1685,320,1
1686,199,1
1687,20533,1
1688,10684,1
1689,1624,1
1690,325789,1
1691,325789,2
1692,113464,1
1693,888,1
1694,82675,1
1695,82675,6
1696,82675,21
1697,4256,1
1698,1493,1
1699,1493,2
1700,1493,3
1701,1493,11
1702,88751,1
1703,88751,10
1704,88751,4
1705,11130,1
1706,9944,1
1707,10731,1
1708,7350,1
1709,9869,1
1710,4379,24
1711,4379,1
1712,4379,17
1713,146233,1
1714,2034,1
1715,2034,11
1716,2034,2
1717,2034,26
1718,926,1
1719,4248,1
1720,64328,1
1721,36647,11
1722,36647,1
1723,7214,1
1724,1537,1
1725,9360,1
1726,6282,1
1727,508,1
1728,508,3
1729,508,17
1730,9487,1
1731,768,1
1732,768,41
1733,768,11
1734,2636,1
1735,10478,1
1736,27983,1
1737,9981,1
1738,9981,4
1739,7453,1
1740,15045,1
1741,7737,1
1742,232672,1
1743,17379,1
1744,17379,3
1745,8987,1
1746,11359,1
1747,82525,1
1748,9759,1
1749,9486,14
1750,9486,1
1751,9486,3
1752,9906,1
1753,841,1
1754,841,4
1755,4688,1
1756,4148,1
1757,2207,1
1758,9381,1
1759,9381,11
1760,9625,1
1761,9304,1
1762,20856,1
1763,5955,1
1764,9899,1
1765,9826,1
1766,21355,1
1767,21355,2
1768,10858,1
1769,11439,1
1770,9457,26
1771,9457,1
1772,12412,5
1773,12412,4
1774,12412,1
1775,1494,8
1776,13184,9
1777,13184,1
1778,2185,1
1779,6639,1
1780,38153,1
1781,38153,41
1782,58233,5
1783,58233,25
1784,58233,1
1785,58233,8
1786,58233,11
1787,116977,1
1788,68734,1
1789,68734,19
1790,5503,1
1791,27573,1
1792,819,1
1793,1369,1
1794,1369,40
1795,9623,1
1796,10895,1
1797,10935,1
1798,10935,3
1799,10935,5
1800,10935,47
1801,10935,11
1802,834,1
1803,834,3
1804,834,41
1805,228066,1
1806,711,1
1807,10468,1
1808,10027,1
1809,10027,5
1810,10027,2
1811,11812,1
1812,37233,1
1813,37950,1
1814,27582,1
1815,64688,1
1816,509,1
1817,509,2
1818,7443,1
1819,5966,1
1820,11066,3
1821,11066,1
1822,136795,1
1823,136795,2
1824,136795,38
1825,8095,1
1826,8095,17
1827,87826,1
1828,11560,1
1829,11560,2
1830,25189,1
1831,2637,1
1832,18480,24
1833,18480,1
1834,18480,5
1835,709,1
1836,709,2
1837,49730,1
1838,2749,24
1839,2749,1
1840,2749,7
1841,2749,11
1842,9607,1
1843,1830,21
1844,1830,5
1845,1830,1
1846,1830,3
1847,1830,11
1848,1830,2
1849,1830,42
1850,1830,6
1851,79,8
1852,54054,1
1853,228967,26
1854,228967,1
1855,46528,1
1856,46528,9
1857,27936,3
1858,65,1
1859,280391,1
1860,280391,3
1861,9476,1
1862,10610,1
1863,745,15
1864,745,2
1865,745,1
1866,49527,1
1867,73937,1
1868,1885,1
1869,168672,1
1870,18240,1
1871,10398,1
1872,165,1
1873,240832,8
1874,240832,1
1875,240832,3
1876,240832,2
1877,240832,26
1878,216015,1
1879,12279,1
1880,1645,1
1881,11007,1
1882,193756,1
1883,11287,1
1884,259693,1
1885,37799,1
1886,10184,1
1887,4257,1
1888,4234,1
1889,196,1
1890,257091,1
1891,6114,15
1892,6114,13
1893,6114,38
1894,6114,7
1895,6114,1
1896,24803,1
1897,24803,3
1898,1213,1
1899,1213,4
1900,100042,1
1901,9036,1
1902,257211,1
1903,323675,1
1904,9361,1
1905,9361,3
1906,1677,1
1907,187,1
1908,7461,2
