id,movie_id,keyword_id
315,271110,156395
316,271110,179430
317,271110,179431
318,271110,180547
319,271110,209714
320,44833,1721
321,44833,4410
322,44833,11265
323,44833,12354
324,44833,13042
325,44833,14760
326,44833,14946
327,44833,160855
328,44833,160856
329,44833,160860
330,44833,160861
331,44833,160865
332,44833,160866
333,44833,160868
334,44833,160873
335,44833,160875
336,44833,160876
337,44833,160879
338,44833,160880
339,44833,160881
340,44833,160884
341,44833,160885
342,44833,160887
343,44833,179430
344,44833,227328
345,44833,227329
346,135397,1299
347,135397,1718
348,135397,1720
349,135397,1766
350,135397,2041
351,135397,9663
352,135397,9937
353,135397,10617
354,135397,10685
355,135397,12616
356,135397,155582
357,135397,158130
358,135397,158340
359,135397,178010
360,135397,209714
361,135397,223059
362,37724,470
363,37724,4289
364,37724,9740
365,37724,15127
366,37724,15478
367,37724,156095
368,37724,156345
369,37724,156395
370,37724,159932
371,37724,163841
372,37724,185071
373,37724,185077
374,558,851
375,558,2038
376,558,5983
377,558,8828
378,558,9663
379,558,9715
380,558,13005
381,558,14760
382,558,14991
383,558,34079
384,558,163074
385,68721,949
386,68721,5597
387,68721,6335
388,68721,8613
389,68721,8828
390,68721,9715
391,68721,9717
392,68721,12555
393,68721,173776
394,68721,179430
395,68721,180547
396,68721,188721
397,68721,209714
398,68721,209748
399,68721,209822
400,68721,209823
401,12155,818
402,12155,855
403,12155,2011
404,12155,2486
405,12155,12552
406,12155,170362
407,12155,209714
408,36668,1852
409,36668,8828
410,36668,9717
411,36668,10761
412,36668,161271
413,36668,161893
414,36668,179430
415,62211,1299
416,62211,5984
417,62211,6186
418,62211,10336
419,62211,12392
420,62211,13160
421,62211,163303
422,62211,179430
423,8373,1160
424,8373,1670
425,8373,4630
426,8373,8264
427,8373,9854
428,8373,10607
429,8373,11117
430,8373,14544
431,8373,156395
432,8373,179431
433,91314,9663
434,91314,9951
435,91314,10607
436,91314,10891
437,91314,14544
438,91314,156395
439,91314,166594
440,68728,291
441,68728,616
442,68728,2343
443,68728,3929
444,68728,4662
445,68728,44451
446,68728,172365
447,68728,177912
448,68728,209714
449,102382,1523
450,102382,8828
451,102382,9663
452,102382,9717
453,102382,13040
454,102382,33977
455,102382,41594
456,102382,163455
457,20526,310
458,20526,1308
459,20526,4286
460,20526,4565
461,20526,6104
462,20526,9758
463,20526,12965
464,20526,14735
465,20526,185351
466,20526,236778
467,49013,830
468,49013,9663
469,49013,10267
470,49013,11500
471,49013,12392
472,49013,179431
473,44912,849
474,44912,4375
475,44912,9715
476,44912,9951
477,44912,15250
478,44912,15252
479,44912,15254
480,44912,163455
481,44912,202540
482,44912,209714
483,10193,1562
484,10193,3616
485,10193,4290
486,10193,5462
487,10193,10336
488,10193,10685
489,10193,33794
490,10193,158162
491,10193,179431
492,10193,187065
493,10193,209386
494,10193,209387
495,10193,224516
496,534,83
497,534,310
498,534,530
499,534,582
500,534,679
501,534,1373
502,534,1420
503,534,4458
504,534,4565
505,534,6092
506,534,6112
507,534,11159
508,534,12670
509,168259,830
510,168259,3428
511,168259,9748
512,168259,9937
513,168259,33885
514,168259,40870
515,168259,205399
516,72190,4565
517,72190,12332
518,72190,12377
519,72190,160381
520,72190,180635
521,72190,186565
522,127585,1228
523,127585,1852
524,127585,4379
525,127585,8828
526,127585,9717
527,127585,10761
528,127585,14527
529,127585,161271
530,127585,179430
531,127585,206736
532,54138,1612
533,54138,6054
534,54138,9663
535,54138,9685
536,54138,9882
537,54138,9951
538,54138,156395
539,54138,161176
540,54138,179569
541,54138,209714
542,81005,179411
543,81005,189099
544,64682,818
545,64682,1326
546,64682,1523
547,64682,3929
548,64682,209714
549,9543,1241
550,9543,1965
551,9543,12653
552,9543,12654
553,9543,12655
554,9543,41645
555,68726,4565
556,68726,10891
557,68726,11100
558,68726,12332
559,68726,156395
560,68726,179431
561,68726,209714
562,38356,305
563,38356,1612
564,38356,2052
565,38356,3088
566,38356,10158
567,38356,10244
568,38356,10607
569,38356,10891
570,38356,15246
571,38356,15247
572,38356,15248
573,38356,179431
574,217,83
575,217,483
576,217,1294
577,217,1454
578,217,1547
579,217,2650
580,217,4276
581,217,4939
582,217,5566
583,217,5967
584,217,6956
585,217,9830
586,217,18524
587,217,41586
588,217,176731
589,217,184134
590,105864,1720
591,105864,9713
592,105864,12026
593,105864,12616
594,105864,13073
595,105864,14527
596,105864,18330
597,105864,187864
598,105864,189092
599,62177,388
600,62177,526
601,62177,3930
602,62177,4152
603,62177,4393
604,62177,4896
605,62177,10468
606,62177,14753
607,62177,15161
608,62177,41538
609,62177,53995
610,62177,162715
611,62177,179430
612,62177,181181
613,62177,187056
614,62177,189098
615,62177,209714
616,188927,9663
617,188927,9743
618,188927,158449
619,188927,161176
620,10681,9799
621,5174,1704
622,14161,2163
623,14161,5096
624,14161,10150
625,14161,10617
626,14161,12332
627,14161,14796
628,14161,163398
629,14161,208090
630,14161,230910
631,14161,232318
632,14161,232339
633,17979,65
634,17979,818
635,17979,8250
636,17979,10594
637,17979,33965
638,17979,33966
639,17979,161174
640,17979,162846
641,17979,170457
642,17979,180975
643,17979,207317
644,76757,306
645,76757,9882
646,76757,187056
647,76757,209714
648,76757,212760
649,258489,409
650,258489,5650
651,258489,7347
652,258489,10787
653,258489,158130
654,411,83
655,411,616
656,411,818
657,411,1155
658,411,1430
659,411,1442
660,411,1990
661,411,2042
662,411,2043
663,411,6187
664,411,14643
665,411,166930
666,411,170362
667,411,179431
668,246655,1852
669,246655,4769
670,246655,8828
671,246655,9715
672,246655,9717
673,246655,10761
674,246655,12332
675,246655,155030
676,246655,176217
677,246655,179430
678,246655,208289
679,155,849
680,155,853
681,155,1308
682,155,3151
683,155,4426
684,155,4630
685,155,6969
686,155,7002
687,155,9537
688,155,9715
689,155,9717
690,155,10044
691,155,10291
692,155,18023
693,155,33518
694,155,156395
695,155,163074
696,155,163455
697,155,230775
698,14160,965
699,14160,1291
700,14160,9903
701,14160,10336
702,14160,175715
703,14160,179431
704,14160,221536
705,15512,9951
706,15512,10891
707,15512,179431
708,1726,539
709,1726,6163
710,1726,8613
711,1726,8828
712,1726,9715
713,1726,9717
714,1726,12555
715,1726,173776
716,1726,179430
717,1726,180547
718,1726,208630
719,1726,209756
720,44826,295
721,44826,1507
722,44826,2793
723,44826,2849
724,44826,4290
725,44826,5202
726,44826,9673
727,44826,13014
728,44826,14544
729,44826,14545
730,44826,18028
731,44826,33490
732,44826,41372
733,44826,156149
734,44826,209714
735,8487,10028
736,8487,10988
737,8487,163671
738,8487,171636
739,297761,849
740,297761,1296
741,297761,2095
742,297761,3269
743,297761,3289
744,297761,9715
745,297761,194404
746,297761,229266
747,2698,494
748,2698,1850
749,2698,2587
750,2698,3848
751,2698,5905
752,2698,6038
753,2698,6150
754,2698,6603
755,2698,10084
756,2698,18165
757,2698,18330
758,2698,179431
759,2698,210450
760,137113,563
761,137113,1521
762,137113,2062
763,137113,4565
764,137113,6091
765,137113,9951
766,137113,11109
767,137113,13065
768,137113,14909
769,137113,204318
770,9804,270
771,9804,331
772,9804,1852
773,9804,4237
774,9804,4565
775,9804,34161
776,14869,949
777,14869,1328
778,14869,1562
779,14869,1576
780,14869,3467
781,14869,6086
782,14869,8570
783,14869,9748
784,14869,9826
785,14869,10563
786,14869,14601
787,14869,14760
788,14869,155551
789,14869,156075
790,14869,191574
791,150540,1566
792,150540,6513
793,150540,7942
794,150540,10336
795,150540,18035
796,150540,18253
797,150540,161155
798,150540,163227
799,150540,179431
800,150540,209714
801,150540,211269
802,278927,818
803,278927,1585
804,278927,1994
805,278927,2857
806,278927,4809
807,278927,5650
808,278927,8775
809,278927,9714
810,278927,10468
811,278927,10787
812,278927,11477
813,278927,13014
814,278927,18165
815,278927,167625
816,10138,8613
817,10138,8828
818,10138,9715
819,10138,9717
820,10138,9748
821,10138,179430
822,10138,180547
823,58595,2011
824,58595,2343
825,58595,3205
826,58595,4978
827,58595,5774
828,58595,9758
829,58595,15184
830,58595,161302
831,58595,169341
832,58595,169343
833,58595,173003
834,58595,181976
835,58595,199814
836,102651,3205
837,102651,3289
838,102651,7430
839,102651,177895
840,102651,179411
841,102651,186846
842,102651,186847
843,102651,186849
844,102651,209714
845,119450,3077
846,119450,4090
847,119450,4458
848,119450,4565
849,119450,5774
850,119450,9663
851,119450,9720
852,119450,14759
853,119450,14760
854,119450,15149
855,119450,158025
856,119450,158130
857,119450,188959
858,119450,209714
859,64686,233
860,64686,236
861,64686,1462
862,64686,9672
863,64686,18098
864,64686,155198
865,64686,155242
866,64686,183528
867,64686,209714
868,100402,521
869,100402,2964
870,100402,5539
871,100402,8828
872,100402,9715
873,100402,9717
874,100402,173775
875,100402,179430
876,100402,179431
877,100402,180547
878,100402,209714
879,100402,209817
880,10192,189111
881,10192,209714
882,158852,1436
883,158852,12332
884,158852,40850
885,158852,156395
886,158852,173276
887,158852,214714
888,158852,214715
889,177572,380
890,177572,1701
891,177572,2276
892,177572,9748
893,177572,12392
894,177572,12446
895,177572,14544
896,177572,33353
897,177572,41509
898,177572,179430
899,177572,198423
900,177572,209714
901,177572,213104
902,177572,215235
903,82690,825
904,82690,3977
905,82690,6733
906,82690,10039
907,82690,10547
908,82690,11124
909,82690,155023
910,82690,158023
911,82690,162936
912,82690,179430
913,82690,179431
914,82690,185859
915,82690,185861
916,82690,185863
917,82690,185867
918,82690,185868
919,82690,185876
920,82690,185880
921,5255,1991
922,5255,5801
923,5255,6150
924,5255,9989
925,5255,9995
926,5255,33678
927,5255,34154
928,5255,41312
929,5255,41314
930,5255,48711
931,5255,207317
932,47933,12026
933,47933,14909
934,10191,334
935,10191,1318
936,10191,1395
937,10191,2041
938,10191,3752
939,10191,3799
940,10191,4613
941,10191,5331
942,10191,5774
943,10191,5895
944,10191,6054
945,10191,6253
946,10191,8044
947,10191,9109
948,10191,12554
949,10191,14643
950,10191,18543
951,10191,172784
952,10191,192913
953,296,83
954,296,310
955,296,312
956,296,679
957,296,1373
958,296,1381
959,296,2650
960,296,2651
961,296,2732
962,296,2733
963,296,2735
964,296,2736
965,296,4565
966,296,15106
967,118340,8828
968,118340,9831
969,118340,9882
970,118340,12405
971,118340,13014
972,118340,175428
973,118340,179430
974,118340,179431
975,118340,180547
976,157336,83
977,157336,310
978,157336,494
979,157336,641
980,157336,1432
981,157336,1963
982,157336,3417
983,157336,3801
984,157336,4337
985,157336,4380
986,157336,4565
987,157336,4776
988,157336,8056
989,157336,9831
990,157336,9882
991,157336,10084
992,157336,10235
993,157336,13127
994,157336,14544
995,157336,14626
996,157336,14760
997,157336,15300
998,157336,33479
999,157336,154846
1000,157336,156039
1001,157336,156395
1002,157336,160331
1003,157336,162630
1004,157336,189098
1005,157336,208757
1006,157336,214349
1007,27205,1014
1008,27205,1566
1009,27205,1930
1010,27205,2116
1011,27205,2117
1012,27205,10051
1013,27205,11436
1014,27205,160137
1015,315011,1299
1016,315011,7671
1017,315011,11100
1018,315011,14796
1019,315011,161791
1020,315011,235525
1021,49051,483
1022,49051,603
1023,49051,604
1024,49051,606
1025,49051,609
1026,49051,611
1027,49051,1262
1028,49051,177912
1029,49051,189092
1030,49051,189093
1031,49051,189094
1032,49051,189098
1033,49051,189099
1034,49051,189102
1035,49051,189103
1036,49051,189108
1037,49051,189114
1038,49051,189115
1039,49051,189119
1040,49051,191739
1041,9799,542
1042,9799,830
1043,9799,1568
1044,9799,8574
1045,9799,12670
1046,9799,33885
1047,9799,159953
1048,9799,179430
1049,9799,179431
1050,4922,2913
1051,4922,3588
1052,4922,3739
1053,4922,4262
1054,4922,9935
1055,4922,11612
1056,49538,591
1057,49538,1852
1058,49538,1960
1059,49538,8828
1060,49538,9715
1061,49538,9717
1062,49538,10761
1063,49538,12995
1064,49538,18139
1065,49538,181558
1066,49538,208731
1067,49538,208992
1068,131634,2020
1069,131634,2660
1070,131634,4565
1071,131634,157376
1072,131634,209714
1073,131634,223438
1074,27022,616
1075,27022,657
1076,27022,1994
1077,27022,2098
1078,27022,2343
1079,27022,3096
1080,27022,3098
1081,27022,4237
1082,27022,4488
1083,27022,4613
1084,27022,8504
1085,27022,9673
1086,27022,10364
1087,27022,10821
1088,27022,12554
1089,27022,179430
1090,27022,193201
1091,27022,222347
1092,503,613
1093,503,657
1094,503,793
1095,503,843
1096,503,1872
1097,503,1913
1098,503,2283
1099,503,2488
1100,503,2580
1101,503,2581
1102,503,2583
1103,503,3799
1104,503,5600
1105,503,9457
1106,503,10685
1107,503,155530
1108,241259,818
1109,241259,1507
1110,241259,2011
1111,241259,9663
1112,241259,12552
1113,241259,177895
1114,241259,203699
1115,241259,209714
1116,810,502
1117,810,1647
1118,810,1674
1119,810,2019
1120,810,2041
1121,810,2052
1122,810,2580
1123,810,3071
1124,810,3799
1125,810,4144
1126,810,4152
1127,810,4326
1128,810,4375
1129,810,4541
1130,810,4988
1131,810,5515
1132,810,6093
1133,810,6271
1134,810,6285
1135,810,10508
1136,810,12392
1137,810,12554
1138,810,13001
1139,810,13149
1140,810,156702
1141,810,179431
1142,68735,282
1143,68735,603
1144,68735,606
1145,68735,2343
1146,68735,3713
1147,68735,9717
1148,68735,10821
1149,68735,14946
1150,68735,41645
1151,68735,177912
1152,68735,189113
1153,68735,211674
1154,68735,228295
1155,68735,234213
1156,87101,83
1157,87101,310
1158,87101,679
1159,87101,1373
1160,87101,2964
1161,87101,4379
1162,87101,4565
1163,87101,9663
1164,87101,161151
1165,87101,179431
1166,87101,209714
1167,10140,818
1168,10140,2343
1169,10140,10842
1170,10140,13084
1171,10140,166930
1172,10140,170362
1173,10140,182768
1174,10140,182772
1175,10140,207372
1176,676,428
1177,676,1627
1178,676,1668
1179,676,1956
1180,676,3203
1181,676,3365
1182,676,3366
1183,676,3800
1184,676,6091
1185,676,6092
1186,676,9673
1187,676,155565
1188,1858,2535
1189,1858,4375
1190,1858,9951
1191,1858,10542
1192,1858,10607
1193,1858,14544
1194,1858,179431
1195,1858,188178
1196,1966,347
1197,1966,1160
1198,1966,1200
1199,1966,1241
1200,1966,2857
1201,1966,3072
1202,1966,5127
1203,1966,10180
1204,1966,10198
1205,1966,14704
1206,675,530
1207,675,616
1208,675,1014
1209,675,2343
1210,675,2630
1211,675,3650
1212,675,3737
1213,675,3872
1214,675,3873
1215,675,3884
1216,675,4252
1217,675,4959
1218,675,5147
1219,675,221387
1220,674,2343
1221,674,3737
1222,674,3872
1223,674,3873
1224,674,3884
1225,674,4238
1226,674,4252
1227,674,6271
1228,674,10629
1229,674,12380
1230,674,13130
1231,674,177912
1232,674,188178
1233,674,223438
1234,8960,334
1235,8960,567
1236,8960,2038
1237,8960,3691
1238,8960,4663
1239,8960,5608
1240,8960,5920
1241,8960,7464
1242,8960,8872
1243,8960,9715
1244,8960,11794
1245,8960,179431
1246,6479,83
1247,6479,4190
1248,6479,4458
1249,6479,4565
1250,6479,5144
1251,6479,6511
1252,6479,6997
1253,6479,188957
1254,6479,188973
1255,118,212
1256,118,494
1257,118,715
1258,118,730
1259,118,818
1260,118,970
1261,118,985
1262,118,987
1263,118,1158
1264,118,10508
1265,2062,90
1266,2062,380
1267,2062,996
1268,2062,1261
1269,2062,1650
1270,2062,2161
1271,2062,2246
1272,2062,2405
1273,2062,2872
1274,2062,2982
1275,2062,3640
1276,2062,3910
1277,2062,3914
1278,2062,6074
1279,2062,6148
1280,2062,6808
1281,2062,18035
1282,2062,18293
1283,2062,189359
1284,272,486
1285,272,779
1286,272,849
1287,272,853
1288,272,1308
1289,272,1568
1290,272,1701
1291,272,1872
1292,272,3679
1293,272,6969
1294,272,7002
1295,272,9715
1296,272,9717
1297,272,9823
1298,272,10044
1299,272,10278
1300,272,10842
1301,272,14536
1302,272,163455
1303,272,173719
1304,272,179095
1305,272,187710
1306,272,206694
1307,272,206700
1308,272,206709
1309,272,206715
1310,272,206716
1311,10527,409
1312,10527,931
1313,10527,1691
1314,10527,1899
1315,10527,2043
1316,10527,2172
1317,10527,2509
1318,10527,2552
1319,10527,3028
1320,10527,3347
1321,10527,3645
1322,10527,3800
1323,10527,7639
1324,10527,9663
1325,10527,15097
1326,10527,156395
1327,10527,179431
1328,18360,2598
1329,18360,5648
1330,18360,179431
1331,18360,194476
1332,18360,209642
1333,2080,417
1334,2080,1852
1335,2080,2792
1336,2080,6092
1337,2080,8828
1338,2080,9715
1339,2080,179430
1340,2080,179431
1341,605,83
1342,605,310
1343,605,312
1344,605,334
1345,605,490
1346,605,663
1347,605,780
1348,605,1001
1349,605,1373
1350,605,1530
1351,605,1552
1352,605,1566
1353,605,1670
1354,605,1701
1355,605,1721
1356,605,2725
1357,605,2812
1358,605,2849
1359,605,2964
1360,605,3219
1361,605,3222
1362,605,3223
1363,605,3225
1364,605,3737
1365,605,4563
1366,605,4565
1367,605,6104
1368,605,6150
1369,605,6193
1370,605,6256
1371,605,10084
1372,605,10364
1373,605,12190
1374,605,187056
1375,605,220232
1376,605,221385
1377,109445,2011
1378,109445,4344
1379,109445,7376
1380,109445,10085
1381,109445,10115
1382,109445,10336
1383,109445,10385
1384,109445,10541
1385,109445,10794
1386,109445,11173
1387,109445,155801
1388,109445,179430
1389,109445,187056
1390,109445,209714
1391,604,83
1392,604,310
1393,604,312
1394,604,779
1395,604,780
1396,604,1001
1397,604,1566
1398,604,1701
1399,604,1721
1400,604,2812
1401,604,2849
1402,604,2964
1403,604,3217
1404,604,3219
1405,604,3221
1406,604,3737
1407,604,4563
1408,604,4565
1409,604,6104
1410,604,6150
1411,604,6193
1412,604,6256
1413,604,10364
1414,604,12190
1415,604,187056
1416,604,221385
1417,76338,8828
1418,76338,9715
1419,76338,9717
1420,76338,171783
1421,76338,179101
1422,76338,179430
1423,76338,179431
1424,76338,180547
1425,76338,209714
1426,76338,209818
1427,76341,2964
1428,76341,3713
1429,76341,4458
1430,76341,4565
1431,76341,5657
1432,76341,10084
1433,76341,10349
1434,76341,10562
1435,76341,155499
1436,76341,190954
1437,76341,212516
1438,13448,588
1439,13448,716
1440,13448,818
1441,13448,1715
1442,13448,5950
1443,13448,5960
1444,13448,8056
1445,13448,9675
1446,13448,9676
1447,13448,10410
1448,13448,14780
1449,13448,161207
1450,13448,234169
1451,10195,1508
1452,10195,5149
1453,10195,5539
1454,10195,8828
1455,10195,9366
1456,10195,9715
1457,10195,9717
1458,10195,11436
1459,10195,179101
1460,10195,179430
1461,10195,180547
1462,10195,209714
1463,10195,209818
1464,10195,232926
1465,10195,232932
1466,13053,1939
1467,13053,9963
1468,13053,18165
1469,13053,158378
1470,13053,179431
1471,13053,213873
1472,13053,230873
1473,13053,232802
1474,19585,156904
1475,19585,179431
1476,57165,1449
1477,57165,2033
1478,57165,2035
1479,57165,2036
1480,57165,8985
1481,57165,161170
1482,57165,161172
1483,57165,162861
1484,57165,162862
1485,57165,166457
1486,57165,209714
1487,62213,616
1488,62213,2883
1489,62213,3133
1490,62213,10541
1491,62213,11860
1492,62213,15375
1493,62213,33505
1494,62213,41410
1495,62213,155733
1496,62213,160269
1497,62213,160274
1498,62213,160279
1499,62213,162846
1500,62213,190941
1501,62213,193263
1502,177677,212
1503,177677,470
1504,177677,1201
1505,177677,3289
1506,177677,9663
1507,177677,10364
1508,177677,10410
1509,177677,160852
1510,177677,233055
1511,7978,494
1512,7978,8250
1513,7978,9714
1514,7978,11004
1515,7978,12564
1516,5559,730
1517,5559,1488
1518,5559,2382
1519,5559,2778
1520,5559,2779
1521,5559,3203
1522,5559,3616
1523,5559,3800
1524,5559,4247
1525,5559,6148
1526,5559,179430
1527,49444,779
1528,49444,3929
1529,49444,7379
1530,49444,8531
1531,49444,10364
1532,49444,187056
1533,10196,657
1534,10196,1445
1535,10196,2770
1536,10196,3071
1537,10196,4152
1538,10196,4237
1539,10196,5331
1540,10196,5638
1541,10196,9714
1542,10196,10563
1543,10196,13002
1544,10196,13152
1545,10196,13153
1546,10196,13154
1547,10196,13155
1548,10196,13156
1549,956,220
1550,956,591
1551,956,716
1552,956,833
1553,956,1308
1554,956,1328
1555,956,1653
1556,956,1880
1557,956,1969
1558,956,2052
1559,956,2546
1560,956,2676
1561,956,2682
1562,956,3181
1563,956,3269
1564,956,3344
1565,956,3739
1566,956,3877
1567,956,4277
1568,956,4289
1569,956,4697
1570,956,4698
1571,956,4699
1572,956,4700
1573,956,4701
1574,956,4702
1575,956,6104
1576,956,9748
1577,956,9826
1578,956,10364
1579,956,11612
1580,956,12965
1581,956,18118
1582,956,33648
1583,956,46958
1584,956,191881
1585,956,222423
1586,117251,840
1587,117251,10410
1588,117251,41249
1589,117251,192099
1590,50321,5202
1591,50321,9951
1592,50321,10084
1593,50321,10539
1594,50321,12553
1595,50321,14909
1596,50321,15101
1597,50321,179431
1598,11619,212
1599,11619,1449
1600,11619,1571
1601,11619,3799
1602,11619,4456
1603,11619,5490
1604,11619,9345
1605,266647,334
1606,266647,2343
1607,266647,3205
1608,266647,4332
1609,266647,5938
1610,266647,12988
1611,266647,170362
1612,82703,494
1613,82703,1160
1614,82703,2051
1615,82703,2393
1616,82703,4379
1617,82703,5202
1618,82703,5561
1619,82703,6054
1620,82703,9825
1621,82703,10103
1622,82703,11477
1623,82703,11478
1624,82703,15162
1625,82703,157303
1626,82703,157894
1627,82703,176056
1628,82703,179431
1629,82703,190100
1630,82703,193213
1631,82703,195506
1632,82703,199093
1633,82703,208757
1634,82703,228041
1635,652,380
1636,652,596
1637,652,2035
1638,652,3258
1639,652,3265
1640,652,3930
1641,652,4372
1642,652,4373
1643,652,6062
1644,652,6917
1645,652,9725
1646,652,10141
1647,652,14704
1648,652,158553
1649,652,162861
1650,652,189601
1651,652,235615
1652,652,235616
1653,652,235617
1654,652,235618
1655,652,235619
1656,80321,3645
1657,80321,209714
1658,36669,3290
1659,36669,156095
1660,36669,208633
1661,36669,234365
1662,43074,5248
1663,43074,15040
1664,43074,161184
1665,43074,162846
1666,95,83
1667,95,90
1668,95,305
1669,95,843
1670,95,1423
1671,95,1430
1672,95,1432
1673,95,1826
1674,95,1872
1675,95,5600
1676,95,9882
1677,95,13027
1678,95,14626
1679,95,164889
1680,95,179431
1681,95,199076
1682,95,211487
1683,608,83
1684,608,1308
1685,608,1381
1686,608,1568
1687,608,1826
1688,608,2173
1689,608,2428
1690,608,2547
1691,608,3243
1692,608,3760
1693,608,6112
1694,608,9951
1695,608,174915
1696,2310,509
1697,2310,2037
1698,2310,2251
1699,2310,3932
1700,2310,4615
1701,2310,5035
1702,2310,5895
1703,2310,7368
1704,2310,7411
1705,2310,7412
1706,2310,9920
1707,2310,10541
1708,2310,14643
1709,2310,14704
1710,2310,161919
1711,2310,196544
1712,140300,478
1713,140300,779
1714,140300,780
1715,140300,5331
1716,140300,8531
1717,140300,9663
1718,140300,11477
1719,140300,11500
1720,140300,12554
1721,140300,15036
1722,140300,184656
1723,140300,187056
1724,56292,1721
1725,56292,9663
1726,56292,10364
1727,56292,14601
1728,56292,17992
1729,56292,156395
1730,56292,156767
1731,81188,1566
