id,movie_id,genre_id
517,81188,10751
518,7552,35
519,616,18
520,616,28
521,616,10752
522,616,36
523,147441,12
524,147441,18
525,147441,28
526,13475,878
527,13475,28
528,13475,12
529,557,14
530,557,28
531,82702,14
532,82702,28
533,82702,12
534,82702,16
535,82702,35
536,82702,10751
537,205584,14
538,10048,28
539,13183,28
540,13183,9648
541,13183,878
542,944,28
543,944,12
544,944,35
545,944,80
546,944,53
547,1927,18
548,1927,28
549,1927,878
550,72559,12
551,72559,28
552,72559,878
553,72559,53
554,7364,28
555,7364,12
556,7364,35
557,7364,18
558,7364,9648
559,2114,12
560,2114,28
561,2114,16
562,2114,14
563,2114,878
564,2114,53
565,1771,28
566,1771,12
567,1771,878
568,36643,12
569,36643,28
570,36643,53
571,8619,12
572,50620,12
573,50620,14
574,50620,18
575,50620,10749
576,65759,16
577,65759,35
578,65759,10751
579,1724,878
580,1724,28
581,1724,12
582,267935,12
583,267935,10751
584,267935,14
585,281957,37
586,281957,18
587,281957,12
588,281957,53
589,77950,16
590,77950,10751
591,44896,16
592,44896,35
593,44896,10751
594,44896,37
595,44896,12
596,270946,10751
597,270946,16
598,270946,12
599,270946,35
600,2503,28
601,2503,18
602,2503,9648
603,2503,53
604,9502,12
605,9502,16
606,9502,10751
607,9502,35
608,102899,878
609,102899,28
610,102899,12
611,101299,12
612,101299,28
613,101299,878
614,228161,14
615,228161,35
616,228161,16
617,228161,878
618,228161,10751
619,74,12
620,74,53
621,74,878
622,8961,12
623,8961,28
624,8961,35
625,8961,53
626,8961,80
627,417859,28
628,417859,12
629,417859,16
630,417859,10751
631,417859,14
632,27576,28
633,27576,9648
634,27576,53
635,86834,18
636,86834,12
637,17578,12
638,17578,16
639,17578,9648
640,673,12
641,673,14
642,673,10751
643,6972,18
644,82700,878
645,82700,28
646,82700,12
647,10567,16
648,10567,10751
649,181533,12
650,181533,35
651,181533,14
652,181533,10751
653,38055,16
654,38055,28
655,38055,35
656,38055,10751
657,38055,878
658,671,12
659,671,14
660,671,10751
661,49524,14
662,49524,28
663,49524,35
664,49524,80
665,22,12
666,22,14
667,22,28
668,131631,878
669,131631,12
670,131631,53
671,591,53
672,591,9648
673,172385,16
674,172385,12
675,172385,35
676,172385,10751
677,36658,12
678,36658,28
679,36658,878
680,36658,53
681,51497,28
682,51497,53
683,51497,80
684,58574,12
685,58574,28
686,58574,80
687,58574,9648
688,18823,12
689,18823,14
690,18823,28
691,861,28
692,861,12
693,861,878
694,1911,12
695,1911,14
696,1911,28
697,49040,28
698,49040,53
699,415,28
700,415,80
701,415,14
702,8871,10751
703,8871,35
704,8871,14
705,435,28
706,435,12
707,435,878
708,435,53
709,955,12
710,955,28
711,955,53
712,2133,18
713,1979,12
714,1979,14
715,1979,28
716,1979,53
717,87827,12
718,87827,18
719,87827,28
720,1250,53
721,1250,28
722,1250,14
723,1250,27
724,324668,28
725,324668,53
726,9471,28
727,9471,12
728,9471,35
729,70981,878
730,70981,12
731,70981,9648
732,10996,10751
733,10996,12
734,10996,16
735,10996,35
736,68724,878
737,68724,28
738,68724,18
739,68724,53
740,2789,28
741,2789,878
742,97020,28
743,97020,878
744,7459,28
745,7459,10751
746,7459,878
747,42888,35
748,42888,18
749,42888,10749
750,37834,28
751,37834,35
752,75612,28
753,75612,878
754,75612,12
755,75612,9648
756,1895,878
757,1895,12
758,1895,28
759,1894,12
760,1894,28
761,1894,878
762,585,16
763,585,35
764,585,10751
765,76170,28
766,76170,878
767,76170,12
768,76170,14
769,1893,12
770,1893,28
771,1893,878
772,49519,12
773,49519,16
774,49519,35
775,49519,10751
776,49519,14
777,2395,14
778,2395,12
779,2395,35
780,2395,10751
781,12100,18
782,12100,28
783,12100,36
784,12100,10752
785,290595,28
786,290595,12
787,290595,18
788,98566,878
789,98566,28
790,98566,12
791,98566,14
792,98566,35
793,49047,878
794,49047,53
795,49047,18
796,9619,28
797,9619,12
798,9619,53
799,308531,14
800,308531,28
801,308531,12
802,308531,35
803,166424,28
804,166424,12
805,166424,878
806,1593,28
807,1593,12
808,1593,35
809,1593,10751
810,1593,14
811,254128,28
812,254128,18
813,254128,53
814,714,12
815,714,28
816,714,53
817,2024,18
818,2024,36
819,2024,10752
820,2024,28
821,163,53
822,163,80
823,787,28
824,787,35
825,787,18
826,787,53
827,262500,12
828,262500,878
829,262500,53
830,2567,18
831,38745,35
832,40805,28
833,40805,80
834,40805,35
835,53182,28
836,53182,10752
837,41513,16
838,41513,10751
839,41513,12
840,41513,35
841,41513,14
842,13700,16
843,13700,10751
844,262504,12
845,262504,878
846,39254,28
847,39254,878
848,39254,18
849,77931,14
850,77931,10751
851,77931,35
852,77931,16
853,1639,28
854,1639,12
855,1639,53
856,80274,878
857,80274,28
858,80274,12
859,1571,28
860,1571,53
861,120,12
862,120,14
863,120,28
864,10204,28
865,10204,12
866,10204,35
867,8489,18
868,10588,35
869,10588,14
870,10588,10751
871,2048,28
872,2048,878
873,1495,18
874,1495,28
875,1495,12
876,1495,36
877,1495,10752
878,10137,16
879,10137,14
880,10137,10751
881,10137,35
882,10198,10749
883,10198,10751
884,10198,16
885,10198,10402
886,286217,18
887,286217,12
888,286217,878
889,1635,28
890,1635,53
891,1635,878
892,1635,12
893,24113,35
894,24113,10749
895,9679,28
896,9679,80
897,9679,53
898,98,28
899,98,18
900,98,12
901,180,28
902,180,53
903,180,878
904,180,9648
905,672,12
906,672,14
907,672,10751
908,36557,12
909,36557,28
910,36557,53
911,869,53
912,869,878
913,869,28
914,869,12
915,280,28
916,280,53
917,280,878
918,11322,36
919,11322,80
920,11322,18
921,4982,18
922,4982,80
923,36955,28
924,36955,53
925,18487,53
926,18487,18
927,18487,80
928,39451,35
929,39451,10749
930,27581,28
931,27581,35
932,27581,80
933,9268,28
934,9268,18
935,9268,9648
936,9268,53
937,68718,18
938,68718,37
939,10545,18
940,10545,16
941,10545,10751
942,11688,12
943,11688,16
944,11688,35
945,11688,10751
946,11688,14
947,76163,28
948,76163,12
949,76163,53
950,2059,12
951,2059,28
952,2059,53
953,2059,9648
954,2486,14
955,2486,28
956,2486,12
957,2486,10751
958,16523,10751
959,16523,14
960,116711,16
961,116711,12
962,116711,10751
963,116711,14
964,37710,28
965,37710,53
966,37710,10749
967,9946,28
968,9946,14
969,9946,27
970,9946,9648
971,1372,18
972,1372,53
973,1372,28
974,106646,80
975,106646,18
976,106646,35
977,414,28
978,414,80
979,414,14
980,563,12
981,563,28
982,563,53
983,563,878
984,83542,18
985,83542,878
986,41216,16
987,41216,12
988,41216,10751
989,41216,14
990,314,28
991,314,80
992,184315,28
993,184315,12
994,9016,12
995,9016,16
996,9016,10751
997,9016,14
998,9016,878
999,18162,12
1000,18162,35
1001,18162,878
1002,138103,28
1003,138103,12
1004,138103,53
1005,257088,28
1006,257088,80
1007,257088,53
1008,10214,14
1009,10214,35
1010,10214,10751
1011,10214,12
1012,205775,53
1013,205775,18
1014,205775,12
1015,205775,28
1016,205775,36
1017,11692,28
1018,11692,35
1019,11692,878
1020,22972,10752
1021,22972,28
1022,22972,12
1023,22972,18
1024,22972,53
1025,227973,16
1026,29193,80
1027,29193,18
1028,29193,9648
1029,29193,53
1030,1734,12
1031,1734,28
1032,1734,14
1033,3131,18
1034,3131,36
1035,3131,80
1036,76758,18
1037,76758,36
1038,76758,10752
1039,9408,16
1040,9408,35
1041,9408,10751
1042,9890,28
1043,9890,35
1044,9890,878
1045,855,28
1046,855,36
1047,855,10752
1048,77953,35
1049,18,12
1050,18,14
1051,18,28
1052,18,53
1053,18,878
1054,37786,35
1055,37786,18
1056,37786,10749
1057,10501,12
1058,10501,16
1059,10501,35
1060,10501,10751
1061,57800,16
1062,57800,35
1063,57800,12
1064,57800,10751
1065,150689,10749
1066,150689,14
1067,150689,10751
1068,150689,18
1069,7980,14
1070,7980,18
1071,12,16
1072,12,10751
1073,122,12
1074,122,14
1075,122,28
1076,121,12
1077,121,14
1078,121,28
1079,68737,12
1080,68737,14
1081,1995,12
1082,1995,14
1083,1995,28
1084,1995,53
1085,157353,53
1086,157353,878
1087,157353,18
1088,157353,9648
1089,331,12
1090,331,28
1091,331,53
1092,331,878
1093,61791,53
1094,61791,28
1095,61791,18
1096,61791,878
1097,8204,12
1098,8204,10751
1099,8204,14
1100,47964,28
1101,47964,53
1102,10733,37
1103,10733,36
1104,10733,10752
1105,9806,28
1106,9806,12
1107,9806,16
1108,9806,10751
1109,1408,28
1110,1408,12
1111,32657,12
1112,32657,14
1113,32657,10751
1114,607,28
1115,607,12
1116,607,35
1117,607,878
1118,863,16
1119,863,35
1120,863,10751
1121,44048,28
1122,44048,53
1123,5175,28
1124,5175,35
1125,5175,80
1126,5175,53
1127,2655,18
1128,2655,27
1129,2655,9648
1130,2655,53
1131,22794,16
1132,22794,35
1133,22794,10751
1134,8355,16
1135,8355,35
1136,8355,10751
1137,8355,12
1138,116745,12
1139,116745,35
1140,116745,18
1141,116745,14
1142,4327,28
1143,4327,12
1144,4327,35
1145,4327,80
1146,4327,53
1147,1422,18
1148,1422,53
1149,1422,80
1150,10674,16
1151,10674,10751
1152,10674,12
1153,7446,28
1154,7446,35
1155,65754,53
1156,65754,80
1157,65754,9648
1158,65754,18
1159,1572,28
1160,1572,53
1161,10528,28
1162,10528,12
1163,10528,80
1164,10528,9648
1165,271969,18
1166,10865,16
1167,10865,10751
1168,10865,12
1169,10865,878
1170,258509,12
1171,258509,16
1172,258509,35
1173,258509,10751
1174,2253,18
1175,2253,53
1176,2253,36
1177,2253,10752
1178,10661,35
1179,10661,28
1180,257344,28
1181,257344,35
1182,257344,878
1183,644,18
1184,644,878
1185,644,12
1186,10756,53
1187,10756,14
1188,10756,35
1189,10756,10751
1190,10756,9648
1191,686,18
1192,686,878
1193,686,9648
1194,9383,28
1195,9383,878
1196,9383,53
1197,179,80
1198,179,53
1199,76285,12
1200,76285,10751
1201,76285,14
1202,1996,28
1203,1996,12
1204,1996,14
1205,1996,53
1206,291805,28
1207,291805,12
1208,291805,35
1209,291805,80
1210,291805,9648
1211,291805,53
1212,10003,53
1213,10003,28
1214,10003,10749
1215,10003,878
1216,10003,12
1217,1535,28
1218,1535,80
1219,1535,53
1220,2067,878
1221,46195,16
1222,46195,12
1223,46195,35
1224,46195,10751
1225,2277,35
1226,2277,878
1227,10357,878
1228,10357,28
1229,10357,18
1230,10357,53
1231,4477,80
1232,4477,53
1233,4477,18
1234,8665,18
1235,8665,36
1236,8665,53
1237,9387,12
1238,9387,14
1239,9387,28
1240,921,10749
1241,921,18
1242,921,36
1243,49852,14
1244,49852,28
1245,49852,10751
1246,4464,18
1247,4464,36
1248,664,28
1249,664,12
1250,664,18
1251,8358,12
1252,8358,18
1253,9836,16
1254,9836,35
1255,2502,28
1256,2502,18
1257,2502,53
1258,9772,28
1259,9772,53
1260,161,53
1261,161,80
1262,52451,12
1263,52451,28
1264,52451,53
1265,76492,16
1266,76492,35
1267,76492,10751
1268,76492,14
1269,4523,35
1270,4523,10751
1271,4523,14
1272,4523,10749
1273,59961,28
1274,59961,53
1275,10481,35
1276,10481,10751
1277,59108,28
1278,59108,35
1279,1581,35
1280,1581,10749
1281,9798,28
1282,9798,18
1283,9798,53
1284,22897,35
1285,22897,10749
1286,298,80
1287,298,53
1288,7484,12
1289,7484,16
1290,7484,10751
1291,157350,12
1292,157350,28
1293,157350,878
1294,853,10752
1295,10159,12
1296,10159,28
1297,10159,35
1298,10159,53
1299,9593,12
1300,9593,14
1301,9593,28
1302,9593,35
1303,9593,10751
1304,1904,18
1305,1904,36
1306,1904,10749
1307,9615,28
1308,9615,80
1309,9615,18
1310,9615,53
1311,51052,18
1312,51052,16
1313,51052,10751
1314,51052,35
1315,297,14
1316,297,18
1317,297,9648
1318,9884,28
1319,9884,53
1320,9884,18
1321,16858,18
1322,16858,10402
1323,62764,12
1324,62764,14
1325,62764,18
1326,62764,35
1327,62764,878
1328,62764,10751
1329,22538,28
1330,22538,12
1331,22538,35
1332,9341,28
1333,9341,53
1334,9341,12
1335,9341,878
1336,12107,14
1337,12107,35
1338,12107,10749
1339,12107,878
1340,9637,9648
1341,9637,12
1342,9637,35
1343,49049,28
1344,49049,878
1345,9339,35
1346,9339,18
1347,9339,14
1348,9339,10749
1349,16281,27
1350,16281,35
1351,16281,14
1352,39691,35
1353,39691,10751
1354,8247,12
1355,8247,14
1356,8247,878
1357,11253,12
1358,11253,14
1359,11253,878
1360,1949,80
1361,1949,18
1362,1949,9648
1363,1949,53
1364,8452,878
1365,310,14
1366,310,35
1367,27578,53
1368,27578,12
1369,27578,28
1370,954,12
1371,954,28
1372,954,53
1373,70160,878
1374,70160,12
1375,70160,14
1376,45243,35
1377,364,28
1378,364,14
1379,7518,35
1380,7518,16
1381,7518,10751
1382,11544,16
1383,11544,10751
1384,9986,35
1385,9986,10751
1386,9986,14
1387,8656,28
1388,8656,18
1389,8656,10749
1390,146216,28
1391,146216,35
1392,146216,80
1393,146216,53
1394,9291,35
1395,9291,18
1396,55301,35
1397,55301,14
1398,55301,10751
1399,55301,10402
1400,55301,16
1401,109418,35
1402,11665,28
1403,11665,35
1404,11665,53
1405,6964,18
1406,6964,35
1407,6964,10749
1408,11324,18
1409,11324,53
1410,11324,9648
1411,12193,35
1412,12193,10749
1413,12193,18
1414,9928,16
1415,9928,35
1416,9928,10751
1417,9928,878
1418,754,28
1419,754,80
1420,754,878
1421,754,53
1422,10202,14
1423,10202,35
1424,10202,10751
1425,10202,10749
1426,4147,53
1427,4147,80
1428,4147,18
1429,50546,10749
1430,50546,35
1431,1701,28
1432,1701,53
1433,1701,80
1434,13027,9648
1435,13027,53
1436,13027,28
1437,2289,18
1438,20504,28
1439,20504,53
1440,20504,878
1441,9574,35
1442,9574,10751
1443,9574,878
1444,11618,27
1445,11618,53
1446,11618,14
1447,11618,9648
1448,2300,16
1449,2300,35
1450,2300,18
1451,2300,10751
1452,2300,14
1453,12096,28
1454,12096,35
1455,12096,80
1456,12096,9648
1457,12096,10751
1458,10200,18
1459,10200,878
1460,10200,53
1461,8834,28
1462,8834,18
1463,8834,9648
1464,8834,53
1465,228150,10752
1466,228150,18
1467,228150,28
1468,6068,28
1469,6068,12
1470,6068,35
1471,6068,10749
1472,41515,35
1473,41515,10751
1474,41515,16
1475,41515,12
1476,9023,37
1477,9023,16
1478,9023,12
1479,9023,35
1480,9023,10751
1481,38317,35
1482,38317,10749
1483,38317,10751
1484,2157,12
1485,2157,10751
1486,2157,878
1487,14462,18
1488,14462,53
1489,14462,9648
1490,161795,10749
1491,161795,18
1492,159824,16
1493,159824,35
1494,159824,10751
1495,49948,16
1496,49948,10751
1497,49948,10402
1498,2135,878
1499,2135,12
1500,2135,28
1501,9822,28
1502,9822,12
1503,9822,10751
1504,9822,14
1505,9705,28
1506,9705,80
1507,9705,53
1508,1656,28
1509,1656,12
1510,12159,18
1511,12159,14
1512,12159,10749
1513,9678,35
1514,9678,14
1515,9678,10749
1516,4442,12
1517,4442,14
1518,4442,28
1519,4442,35
1520,4442,53
1521,75,35
1522,75,14
1523,75,878
1524,330770,9648
1525,330770,18
1526,330770,27
1527,9433,28
1528,9433,12
1529,9433,18
1530,19959,28
1531,19959,878
1532,19959,53
1533,11973,18
1534,11973,53
1535,11228,28
1536,11228,12
1537,11228,53
1538,77951,16
1539,77951,10751
1540,77951,12
1541,5491,28
1542,5491,878
1543,5491,10752
1544,10715,16
1545,10715,35
1546,10715,10751
1547,10197,18
1548,10197,10402
1549,10197,10749
1550,9562,28
1551,9562,12
1552,9562,878
1553,9922,18
1554,9922,12
1555,9447,12
1556,9447,35
1557,9447,18
1558,9447,10751
1559,9447,14
1560,274854,14
1561,274854,28
1562,274854,12
1563,8870,53
1564,8870,28
1565,8870,878
1566,9992,12
1567,9992,14
1568,9992,16
1569,9992,10751
1570,36970,99
1571,36970,10751
1572,10077,53
1573,10077,878
1574,10077,12
1575,10077,28
1576,76649,28
1577,76649,12
1578,76649,36
1579,76649,10749
1580,76649,18
1581,293644,35
1582,293644,16
1583,453,18
1584,453,10749
1585,8587,10751
1586,8587,16
1587,8587,18
1588,72545,12
1589,72545,28
1590,72545,878
1591,109451,16
1592,109451,10751
1593,109451,35
1594,9533,80
1595,9533,53
1596,9533,27
1597,2023,37
1598,2023,12
1599,71880,35
1600,584,28
1601,584,80
1602,584,53
1603,309809,12
1604,309809,16
1605,309809,14
1606,4858,878
1607,4858,53
1608,17711,28
1609,17711,12
1610,17711,16
1611,17711,35
1612,17711,10751
1613,328111,16
1614,328111,10751
1615,8698,14
1616,8698,28
1617,8698,53
1618,8698,878
1619,93456,16
1620,93456,35
1621,93456,10751
1622,602,28
1623,602,12
1624,602,878
1625,330,12
1626,330,28
1627,330,878
1628,953,10751
1629,953,16
1630,9693,18
1631,9693,28
1632,9693,53
1633,9693,878
1634,36657,12
1635,36657,28
1636,36657,878
1637,8909,28
1638,8909,53
1639,8909,80
1640,9802,28
1641,9802,12
1642,9802,53
1643,950,16
1644,950,10751
1645,950,35
1646,950,12
1647,1824,35
1648,1824,10749
1649,2976,10751
1650,2976,35
1651,2976,10402
1652,2976,10749
1653,11026,27
1654,11026,9648
1655,11026,53
1656,332,28
1657,332,12
1658,332,35
1659,332,10751
1660,75656,53
1661,75656,80
1662,38365,35
1663,594,35
1664,594,18
1665,15189,35
1666,15189,10751
1667,11678,28
1668,11678,12
1669,11678,53
1670,6538,35
1671,6538,18
1672,6538,36
1673,10555,16
1674,10555,28
1675,10555,35
1676,10555,10751
1677,1125,18
1678,4551,35
1679,4551,80
1680,612,18
1681,612,28
1682,612,36
1683,612,53
1684,9567,28
1685,9567,18
1686,9567,10752
1687,37821,28
1688,37821,35
1689,37821,53
1690,37821,10749
1691,203801,35
1692,203801,28
1693,203801,12
1694,2539,35
1695,9297,16
1696,9297,35
1697,9297,10751
1698,9297,14
1699,3172,28
1700,3172,35
1701,3172,80
1702,3172,10749
1703,6520,28
1704,6520,12
1705,6520,18
1706,6520,10749
1707,1439,18
1708,1439,36
1709,1439,10749
1710,37958,14
1711,37958,28
1712,37958,18
1713,2026,9648
1714,2026,18
1715,2026,53
1716,2026,80
1717,7450,16
1718,7450,28
1719,7450,878
1720,7450,10751
1721,7450,12
1722,11375,28
1723,11375,12
1724,11375,35
1725,11375,53
1726,9425,28
1727,9425,10752
1728,9425,878
1729,25769,28
1730,25769,18
1731,25769,27
1732,25769,878
1733,25769,53
1734,23685,12
1735,23685,14
1736,23685,16
1737,23685,28
1738,23685,35
1739,11866,28
1740,11866,12
1741,11866,18
1742,11866,53
1743,9741,878
1744,9741,53
1745,9741,18
1746,211672,10751
1747,211672,16
1748,211672,12
1749,211672,35
1750,23629,28
1751,23629,14
1752,23629,53
1753,8688,80
1754,8688,9648
1755,10153,878
1756,153518,10751
1757,153518,16
1758,8676,10749
1759,8676,35
1760,8676,12
1761,20829,35
1762,20829,18
1763,4349,53
1764,4349,28
1765,4349,18
1766,9718,35
1767,10808,35
1768,10808,10751
1769,10808,10749
1770,10808,14
1771,197,28
1772,197,18
1773,197,36
1774,197,10752
1775,25,18
1776,25,10752
1777,35,16
1778,35,35
1779,35,10751
1780,11086,18
1781,11086,10749
1782,10477,28
1783,1997,12
1784,1997,18
1785,1997,10751
1786,6947,18
1787,6947,9648
1788,6947,53
1789,3050,35
1790,3050,10751
1791,3050,14
1792,2675,18
1793,2675,53
1794,2675,878
1795,2675,9648
1796,809,12
1797,809,16
1798,809,35
1799,809,10751
1800,809,14
1801,920,16
1802,920,12
1803,920,35
1804,920,10751
1805,4806,35
1806,4806,10749
1807,7451,28
1808,7451,12
1809,7451,53
1810,228165,16
1811,228165,12
1812,228165,35
1813,228165,10751
1814,3595,28
1815,3595,53
1816,16869,18
1817,16869,28
1818,16869,53
1819,16869,10752
1820,879,12
1821,879,14
1822,879,35
1823,879,10751
1824,1573,28
1825,1573,53
1826,9257,28
1827,9257,53
1828,9257,80
1829,1903,18
1830,1903,9648
1831,1903,10749
1832,1903,878
1833,1903,53
1834,9697,18
1835,9697,53
1836,9697,14
1837,9697,9648
1838,395,12
1839,395,878
1840,395,28
1841,23398,35
1842,23398,10751
1843,23398,16
1844,23398,14
1845,23398,10402
1846,10590,28
1847,10590,36
1848,10590,10752
1849,117263,28
1850,117263,53
1851,200,878
1852,200,28
1853,200,12
1854,200,53
1855,44943,28
1856,44943,878
1857,587,12
1858,587,14
1859,587,18
1860,10395,14
1861,57212,18
1862,57212,10752
1863,152760,10752
1864,152760,18
1865,152760,36
1866,152760,28
1867,2756,12
1868,2756,28
1869,2756,53
1870,2756,878
1871,33909,18
