id,movie_id,company_id
318,102651,2
319,102651,3036
320,102651,16314
321,119450,290
322,119450,7076
323,119450,22213
324,79698,7299
325,79698,8186
326,79698,8187
327,79698,8188
328,79698,76098
329,79698,76099
330,79698,76100
331,64686,2735
332,64686,4403
333,64686,6292
334,64686,20478
335,64686,20851
336,100402,420
337,10192,521
338,158852,2
339,158852,20656
340,158852,59778
341,177572,2
342,177572,6125
343,82690,6125
344,5255,1867
345,5255,4171
346,5255,11395
347,47933,306
348,47933,347
349,47933,22213
350,47933,86561
351,10191,521
352,10191,829
353,10191,20154
354,296,5
355,296,763
356,296,6194
357,296,7340
358,296,19116
359,296,23636
360,118340,420
361,118340,20478
362,118340,54850
363,118340,76043
364,157336,4
365,157336,923
366,157336,6194
367,157336,9996
368,157336,13769
369,27205,923
370,27205,6194
371,27205,9996
372,315011,5896
373,315011,49301
374,49051,11
375,49051,12
376,49051,174
377,49051,8411
378,9799,33
379,9799,333
380,9799,26281
381,9799,26282
382,4922,4
383,4922,6194
384,4922,7383
385,49538,289
386,49538,290
387,49538,306
388,49538,431
389,49538,444
390,49538,6332
391,49538,7505
392,49538,9168
393,49538,10893
394,131634,264
395,131634,1632
396,131634,5420
397,27022,2
398,27022,130
399,27022,831
400,27022,8000
401,27022,19097
402,503,449
403,503,1633
404,503,6194
405,503,14024
406,503,18990
407,503,19943
408,241259,2
409,241259,598
410,241259,8601
411,241259,16314
412,241259,37455
413,810,27
414,810,521
415,68735,33
416,68735,507
417,68735,923
418,68735,16028
419,87101,4
420,87101,13184
421,87101,82819
422,10140,444
423,10140,711
424,10140,10221
425,676,130
426,676,9195
427,1858,4
428,1858,27
429,1858,56
430,1858,435
431,1858,2481
432,1858,12247
433,1858,20011
434,1858,22826
435,1858,76043
436,1966,591
437,1966,763
438,1966,866
439,1966,4588
440,1966,6194
441,1966,10926
442,1966,19116
443,1966,54997
444,675,6194
445,675,7364
446,674,462
447,674,6194
448,674,7364
449,8960,5
450,8960,433
451,8960,675
452,8960,7295
453,8960,12485
454,8960,28064
455,8960,41756
456,6479,79
457,6479,333
458,6479,433
459,6479,6194
460,6479,7364
461,6479,12485
462,118,79
463,118,80
464,118,6194
465,118,8601
466,118,45778
467,118,55512
468,2062,2
469,2062,3
470,272,429
471,272,923
472,272,6194
473,272,9993
474,272,9996
475,272,19231
476,10527,521
477,18360,306
478,18360,436
479,18360,444
480,18360,2575
481,18360,10224
482,18360,20478
483,2080,289
484,2080,306
485,2080,431
486,2080,444
487,2080,9076
488,2080,9168
489,2080,10893
490,2080,19551
491,605,79
492,605,172
493,605,1885
494,605,6194
495,109445,2
496,109445,6125
497,604,79
498,604,172
499,604,375
500,604,1885
501,604,6194
502,76338,420
503,76341,79
504,76341,2537
505,76341,6194
506,13448,5
507,13448,23
508,13448,5561
509,13448,8253
510,10195,420
511,13053,6125
512,19585,2
513,19585,130
514,19585,3639
515,57165,923
516,57165,3528
517,57165,6194
518,57165,24175
519,57165,24176
520,62213,79
521,62213,2691
522,62213,3281
523,62213,6194
524,62213,8601
525,62213,9228
526,62213,20004
527,177677,4
528,177677,6277
529,177677,11413
530,177677,11461
531,177677,21777
532,177677,69484
533,177677,69485
534,7978,33
535,7978,4403
536,7978,7295
537,5559,520
538,5559,521
539,5559,1903
540,49444,521
541,10196,4
542,10196,2348
543,10196,7383
544,10196,8805
545,10196,12236
546,956,4
547,956,44
548,956,264
549,956,658
550,956,2269
551,956,14714
552,956,22102
553,117251,5
554,117251,347
555,117251,34981
556,117251,34982
557,50321,6125
558,11619,297
559,11619,521
560,266647,6194
561,266647,20478
562,266647,27711
563,266647,41624
564,82703,520
565,82703,521
566,82703,73951
567,82703,73952
568,652,81
569,652,6194
570,652,7636
571,652,18990
572,652,19107
573,652,19108
574,80321,521
575,36669,7576
576,43074,5
577,43074,79
578,43074,4607
579,43074,34034
580,43074,61791
581,43074,84041
582,43074,84042
583,95,130
584,95,9195
585,95,11533
586,608,5
587,608,56
588,608,441
589,608,49325
590,2310,4
591,2310,2265
592,2310,11395
593,2310,24955
594,140300,306
595,140300,521
596,140300,40890
597,140300,76266
598,56292,4
599,56292,6277
600,56292,11461
601,56292,21777
602,56292,76043
603,56292,76067
604,81188,521
605,7552,23
606,7552,441
607,7552,76714
608,616,44
609,616,6194
610,616,14718
611,616,20634
612,147441,1645
613,147441,7076
614,147441,20656
615,147441,52184
616,13475,4
617,13475,158
618,13475,11461
619,13475,23419
620,557,5
621,557,19551
622,82702,521
623,82702,20154
624,205584,491
625,205584,908
626,205584,3528
627,205584,72441
628,205584,88715
629,10048,326
630,10048,333
631,10048,441
632,10048,11317
633,10048,19523
634,13183,4
635,13183,429
636,13183,840
637,13183,923
638,13183,6194
639,13183,78685
640,944,1885
641,944,5739
642,944,6194
643,1927,33
644,1927,10565
645,1927,11533
646,1927,19551
647,72559,4
648,72559,435
649,72559,2598
650,72559,6277
651,72559,8411
652,72559,19719
653,7364,4
654,7364,2233
655,7364,2234
656,7364,2235
657,7364,2767
658,7364,4169
659,7364,12124
660,7364,12125
661,7364,12126
662,7364,19481
663,2114,5
664,2114,4164
665,2114,20033
666,1771,420
667,36643,7576
668,36643,8411
669,8619,33
670,8619,306
671,8619,9118
672,8619,53009
673,50620,491
674,50620,5219
675,50620,12292
676,65759,79
677,65759,6194
678,65759,28381
679,65759,28382
680,1724,33
681,1724,420
682,1724,11533
683,1724,25121
684,267935,2
685,267935,56
686,267935,7294
687,267935,7383
688,267935,10221
689,281957,508
690,281957,562
691,281957,8870
692,281957,10039
693,281957,10104
694,281957,13796
695,281957,28732
696,281957,52660
697,281957,77845
698,77950,521
699,44896,4
700,44896,2348
701,44896,3281
702,44896,10262
703,44896,24955
704,270946,521
705,2503,33
706,2503,862
707,2503,11347
708,2503,11348
709,2503,11349
710,9502,521
711,102899,420
712,101299,1632
713,101299,5420
714,228161,306
715,228161,521
716,74,4
717,74,27
718,74,44
719,74,56
720,8961,441
721,8961,10288
722,417859,7
723,27576,5
724,27576,435
725,27576,7295
726,27576,11845
727,86834,4
728,86834,508
729,86834,7503
730,86834,10256
731,17578,4
732,17578,5
733,17578,11
734,17578,56
735,17578,2348
736,17578,7383
737,17578,9169
738,673,436
739,673,437
740,673,6194
741,6972,240
742,6972,289
743,6972,306
744,6972,6332
745,6972,7888
746,82700,5
747,82700,12236
748,82700,12485
749,10567,2
750,10567,10217
751,181533,306
752,181533,436
753,181533,2575
754,181533,20478
755,181533,22213
756,38055,521
757,671,436
758,671,6194
759,671,7364
760,49524,33
761,49524,333
762,49524,552
763,22,2
764,22,130
765,131631,1632
766,131631,5420
767,591,5
768,591,23
769,591,8253
770,591,19927
771,172385,9383
772,172385,11749
773,36658,306
774,36658,431
775,36658,9168
776,36658,19551
777,36658,79026
778,36658,79027
779,51497,33
780,51497,333
781,51497,1225
782,58574,79
783,58574,1885
784,58574,2723
785,58574,6194
786,58574,23202
787,18823,80
788,18823,923
789,18823,3528
790,18823,6194
791,18823,20478
792,861,559
793,861,14723
794,861,80461
795,1911,9195
796,49040,33
797,49040,6452
798,49040,7295
799,49040,7383
800,49040,25716
801,415,1382
802,415,6194
803,8871,23
804,8871,33
805,435,35
806,435,306
807,435,347
808,435,11362
809,435,54502
810,955,4
811,955,44
812,955,51199
813,2133,6194
814,2133,16061
815,2133,18990
816,1979,289
817,1979,306
818,1979,436
819,1979,444
820,1979,5755
821,1979,10881
822,1979,19551
823,87827,289
824,87827,290
825,87827,444
826,87827,711
827,87827,10893
828,87827,13480
829,1250,441
830,1250,7295
831,1250,11370
832,1250,19551
833,1250,20241
834,1250,20475
835,1250,20476
836,324668,862
837,324668,25716
838,324668,29313
839,324668,31922
840,324668,83871
841,9471,5
842,9471,4022
843,9471,10239
844,9471,19813
845,70981,306
846,70981,444
847,70981,1645
848,70981,19747
849,10996,5
850,10996,5752
851,68724,559
852,68724,2531
853,68724,7431
854,68724,11029
855,68724,18209
856,68724,28788
857,68724,31076
858,2789,7154
859,2789,14718
860,97020,5
861,97020,655
862,97020,8411
863,7459,79
864,7459,264
865,7459,450
866,7459,1885
867,7459,6194
868,7459,12170
869,42888,5
870,42888,18
871,42888,2648
872,37834,84
873,37834,306
874,37834,444
875,37834,508
876,37834,21845
877,75612,33
878,75612,7076
879,75612,7295
880,75612,19647
881,75612,19648
882,1895,1
883,1894,1
884,585,2
885,585,3
886,76170,306
887,76170,431
888,76170,7505
889,76170,9168
890,76170,10893
891,76170,22213
892,1893,1
893,49519,521
894,2395,47
895,2395,356
896,2395,866
897,2395,1992
898,2395,1994
899,2395,1995
900,2395,1996
901,2395,5358
902,2395,8676
903,2395,9335
904,2395,11921
905,2395,20409
906,12100,2812
907,12100,8411
908,290595,33
909,290595,10338
910,290595,16314
911,98566,4
912,98566,2348
913,98566,2481
914,49047,6194
915,49047,7364
916,49047,7470
917,9619,33
918,9619,1280
919,308531,4
920,308531,2348
921,308531,2481
922,308531,47354
923,308531,77208
924,166424,306
925,166424,5374
926,166424,7505
927,166424,9078
928,166424,20478
929,166424,22213
930,166424,28788
931,1593,289
932,1593,306
933,1593,436
934,1593,2575
935,254128,12
936,254128,79
937,254128,6194
938,254128,34081
939,714,7576
940,2024,347
941,2024,441
942,2024,762
943,2024,9269
944,163,79
945,163,129
946,163,2596
947,163,6194
948,163,12202
949,787,433
950,787,491
951,787,508
952,787,1171
953,787,10104
954,262500,491
955,262500,10227
956,262500,14440
957,262500,24097
958,2567,14
959,2567,562
960,2567,675
961,2567,691
962,2567,6194
963,2567,7380
964,2567,19116
965,2567,54502
966,38745,306
967,38745,444
968,38745,1302
969,38745,6332
970,40805,333
971,40805,5752
972,40805,6733
973,53182,923
974,53182,2994
975,53182,2995
976,53182,6194
977,53182,7636
978,53182,78685
979,41513,5
980,41513,2251
981,41513,7311
982,13700,2
983,262504,491
984,262504,1632
985,262504,10227
986,262504,14440
987,39254,27
988,39254,2575
989,39254,7294
990,39254,9195
991,39254,11395
992,39254,12087
993,39254,76043
994,39254,76067
995,39254,76069
996,77931,5
997,77931,2251
998,77931,7311
999,77931,9169
1000,77931,24097
1001,1639,306
1002,1639,35304
1003,80274,491
1004,80274,3200
1005,80274,3263
1006,80274,7296
1007,80274,31825
1008,80274,31826
1009,1571,289
1010,1571,306
1011,1571,444
1012,1571,890
1013,1571,11845
1014,120,11
1015,120,12
1016,120,5237
1017,10204,264
1018,10204,10221
1019,10204,19481
1020,10204,23636
1021,10204,53413
1022,10204,53414
1023,10204,53416
1024,8489,441
1025,10588,23
1026,10588,27
1027,10588,33
1028,2048,306
1029,2048,415
1030,2048,1302
1031,2048,12485
1032,2048,19354
1033,2048,19355
1034,1495,264
1035,1495,306
1036,1495,1645
1037,1495,4169
1038,1495,19477
1039,1495,19478
1040,1495,19479
1041,1495,19480
1042,1495,19482
1043,1495,19483
1044,10137,441
1045,10137,5555
1046,10137,58331
1047,10198,2
1048,10198,6125
1049,286217,306
1050,286217,1645
1051,286217,2735
1052,286217,6408
1053,286217,22213
1054,286217,28788
1055,1635,27
1056,1635,6194
1057,1635,11084
1058,24113,12
1059,9679,130
1060,9679,9195
1061,98,27
1062,98,33
1063,98,1645
1064,98,14440
1065,98,21904
1066,98,21905
1067,98,21906
1068,180,27
1069,180,44
1070,180,56
1071,180,306
1072,180,766
1073,180,26265
1074,180,76068
1075,672,436
1076,672,437
1077,672,6194
1078,36557,7576
1079,36557,11345
1080,36557,19481
1081,869,306
1082,869,8601
1083,869,20004
1084,280,574
1085,280,1280
1086,280,5358
1087,280,14723
1088,280,61409
1089,11322,33
1090,11322,562
1091,11322,675
1092,11322,6452
1093,11322,7295
1094,11322,11391
1095,11322,11581
1096,4982,23
1097,4982,33
1098,4982,1645
1099,4982,7295
1100,4982,8083
1101,36955,306
1102,36955,574
1103,18487,5
1104,18487,1423
1105,18487,1645
1106,18487,7295
1107,18487,8411
1108,39451,4
1109,39451,33
1110,39451,2242
1111,39451,7295
1112,39451,7852
1113,39451,11391
1114,27581,5
1115,27581,4740
1116,9268,824
1117,9268,6194
1118,68718,5
1119,68718,308
1120,10545,2
1121,11688,2
1122,11688,10217
1123,76163,925
1124,76163,10254
1125,2059,2
1126,2059,130
1127,2059,831
1128,2059,19097
1129,2486,289
1130,2486,306
1131,2486,444
1132,2486,445
1133,2486,711
1134,2486,1302
1135,2486,2735
1136,16523,79
1137,16523,923
1138,16523,4171
1139,16523,5289
1140,16523,6194
1141,116711,9383
1142,116711,11749
1143,37710,5
1144,37710,158
1145,37710,682
1146,37710,694
1147,37710,3045
1148,37710,3281
1149,37710,14577
1150,37710,21212
1151,37710,23731
1152,37710,23732
1153,37710,23733
1154,9946,919
1155,1372,348
1156,1372,430
1157,1372,449
1158,1372,705
1159,1372,6194
1160,1372,7380
1161,1372,20938
1162,106646,4
1163,106646,562
1164,106646,14654
1165,106646,19177
1166,106646,23243
1167,414,6194
1168,414,31080
1169,563,559
1170,563,9195
1171,563,23434
1172,83542,450
1173,83542,1972
1174,83542,7829
1175,83542,10947
1176,83542,11080
1177,83542,11082
1178,83542,11083
1179,83542,19621
1180,41216,79
1181,41216,6194
1182,41216,8089
1183,41216,78685
1184,314,79
1185,314,813
1186,314,6194
1187,314,52945
1188,314,52946
1189,314,52947
1190,184315,4
1191,184315,8411
1192,184315,19648
1193,184315,34081
1194,9016,2
1195,9016,10217
1196,18162,33
1197,18162,748
1198,18162,7295
1199,18162,11916
1200,138103,342
1201,138103,925
1202,138103,7571
1203,138103,10254
1204,138103,28384
1205,138103,40822
1206,257088,264
1207,257088,1088
1208,257088,10289
1209,257088,70993
1210,10214,12
1211,10214,3012
1212,205775,23
1213,205775,705
1214,205775,6194
1215,205775,16314
1216,205775,17888
1217,205775,24175
1218,205775,34401
1219,205775,63571
1220,11692,79
1221,11692,97
1222,11692,172
1223,11692,54502
1224,22972,33
1225,22972,694
1226,22972,6452
1227,22972,7295
1228,22972,10163
1229,227973,9383
1230,227973,11749
1231,29193,16280
1232,29193,21716
1233,29193,65514
1234,29193,65515
1235,1734,33
1236,1734,11462
1237,1734,20242
1238,3131,14
1239,3131,7380
1240,3131,7381
1241,76758,724
1242,76758,12205
1243,76758,49512
1244,9408,5
1245,9408,2251
1246,9890,4
1247,9890,2609
1248,9890,7293
1249,855,130
1250,855,497
1251,855,1645
1252,77953,2242
1253,77953,4740
1254,77953,6194
1255,77953,36431
1256,18,5
1257,18,9
1258,37786,12
1259,37786,79
1260,37786,3268
1261,37786,7429
1262,10501,27
1263,10501,521
1264,57800,9383
1265,57800,11749
1266,150689,2
1267,150689,28788
1268,150689,46339
1269,150689,47706
1270,7980,11
1271,7980,27
1272,7980,2300
1273,7980,9349
1274,7980,11843
1275,7980,12248
1276,12,3
1277,122,11
1278,122,12
1279,121,11
1280,121,12
1281,121,5237
1282,68737,923
1283,68737,3528
1284,68737,13444
1285,68737,20478
1286,68737,40112
1287,68737,40890
1288,1995,4
1289,1995,657
1290,1995,762
1291,1995,840
1292,1995,3324
1293,1995,4650
1294,1995,19105
1295,157353,1088
1296,157353,9996
1297,157353,10289
1298,157353,13403
1299,331,13
1300,331,56
1301,61791,289
1302,61791,290
1303,61791,306
1304,61791,444
1305,61791,6332
1306,61791,7076
1307,61791,10893
1308,8204,4
1309,8204,862
1310,47964,290
1311,47964,306
1312,47964,444
1313,47964,2735
1314,47964,10893
1315,47964,12292
1316,47964,22213
1317,47964,34396
1318,47964,34397
1319,10733,23
1320,10733,9195
1321,9806,2
1322,9806,3
1323,1408,183
1324,1408,415
1325,1408,8411
1326,1408,14723
1327,32657,289
1328,32657,436
1329,32657,444
1330,32657,711
1331,32657,5219
1332,32657,6332
1333,32657,10893
1334,32657,28431
1335,607,56
1336,607,441
1337,607,49325
1338,863,3
1339,44048,306
1340,44048,1645
1341,44048,1838
1342,44048,19776
1343,44048,19777
1344,5175,12
1345,2655,27
1346,2655,306
1347,2655,11395
1348,22794,5
1349,22794,2251
1350,8355,9383
1351,8355,11749
1352,116745,12
1353,116745,290
1354,116745,306
1355,116745,9118
1356,116745,10893
1357,116745,12178
1358,116745,22213
1359,116745,37336
1360,4327,5
1361,1422,829
1362,1422,5552
1363,1422,6194
1364,1422,7380
1365,1422,45778
1366,10674,2
1367,10674,10217
1368,7446,27
1369,7446,11843
1370,7446,12178
1371,7446,12379
1372,65754,5
1373,65754,258
1374,65754,8083
1375,65754,8411
1376,65754,33817
1377,65754,47479
1378,1572,306
1379,1572,1504
1380,10528,79
1381,10528,1885
1382,10528,6194
1383,10528,19855
1384,10528,23202
1385,271969,4
1386,271969,8411
1387,271969,19857
1388,271969,23920
1389,10865,2
1390,10865,10217
1391,258509,508
1392,258509,711
1393,258509,5219
1394,258509,10930
1395,258509,22213
1396,2253,60
1397,2253,6100
1398,2253,8411
1399,2253,9168
1400,10661,5
1401,10661,2608
1402,10661,3045
1403,10661,7295
1404,257344,5
1405,257344,2608
1406,644,27
1407,644,56
1408,644,385
1409,644,6194
1410,10756,2
1411,10756,3538
1412,10756,47122
1413,686,6194
1414,686,43910
1415,9383,441
1416,9383,9269
1417,179,33
1418,179,694
1419,179,932
1420,179,10163
1421,179,11581
1422,179,20194
1423,76285,436
1424,76285,444
1425,76285,711
1426,76285,5219
1427,76285,6332
1428,76285,22213
1429,1996,4
1430,1996,657
1431,1996,762
1432,1996,840
1433,1996,3324
1434,1996,14362
1435,1996,19105
1436,291805,491
1437,291805,1632
1438,291805,7296
1439,291805,72441
1440,10003,4
1441,10003,2767
1442,10003,11661
1443,1535,33
1444,1535,656
1445,1535,657
1446,1535,780
1447,1535,919
1448,1535,7385
1449,2067,158
1450,2067,3638
1451,2067,9195
1452,2067,22103
1453,46195,9383
1454,46195,11749
1455,2277,415
1456,2277,436
1457,2277,441
1458,2277,9195
1459,2277,18990
1460,10357,306
1461,4477,5
1462,8665,4
1463,8665,763
1464,8665,2471
1465,8665,10104
1466,8665,11371
1467,8665,20344
1468,9387,33
1469,9387,10308
1470,921,14
1471,921,23
1472,921,33
1473,921,631
1474,921,9195
1475,49852,24013
1476,49852,24014
1477,49852,24015
1478,49852,24016
1479,4464,33
1480,4464,158
1481,4464,862
1482,4464,7293
1483,4464,9195
1484,664,33
1485,664,56
1486,664,6194
1487,664,23370
1488,8358,27
1489,8358,306
1490,8358,4171
1491,8358,11395
1492,9836,2537
1493,9836,8089
1494,2502,33
1495,2502,862
1496,2502,7384
1497,2502,11346
1498,2502,11347
1499,9772,441
1500,9772,919
1501,9772,18990
1502,161,79
1503,161,129
1504,161,172
1505,161,2596
1506,161,6194
1507,161,24939
1508,52451,248
1509,52451,264
1510,52451,753
1511,52451,939
1512,52451,5755
1513,76492,5
1514,76492,2251
1515,4523,2
1516,4523,1894
1517,4523,8908
1518,4523,8909
1519,59961,33
1520,59961,6452
1521,59961,7295
1522,59961,13778
1523,10481,2
1524,10481,10472
1525,59108,33
1526,59108,3086
1527,59108,7295
1528,59108,12007
1529,1581,5
1530,1581,33
1531,1581,735
1532,1581,7295
1533,9798,130
1534,9798,1645
1535,9798,9195
1536,9798,79209
1537,22897,33
1538,22897,258
1539,22897,735
1540,22897,6452
1541,22897,7295
1542,298,79
1543,298,129
1544,298,2596
1545,298,6194
1546,7484,2251
1547,157350,491
1548,157350,14440
1549,853,4
1550,853,549
1551,853,551
1552,853,11358
1553,853,22182
1554,853,24136
1555,853,24137
1556,853,24138
1557,10159,5
1558,10159,33
1559,10159,655
1560,10159,10339
1561,10159,11581
1562,10159,90249
1563,9593,441
1564,9593,55528
1565,1904,27
1566,1904,158
1567,1904,441
1568,1904,780
1569,9615,33
1570,51052,5
1571,51052,297
1572,51052,2251
1573,297,33
1574,297,136
1575,9884,496
1576,9884,788
1577,9884,6194
1578,9884,43717
1579,16858,306
1580,16858,441
1581,62764,7295
1582,62764,11581
1583,62764,12005
1584,62764,12006
1585,62764,12007
1586,62764,12008
1587,22538,33
1588,22538,2527
1589,9341,4
1590,9341,496
1591,9341,2199
1592,9341,7161
1593,9341,12213
1594,9341,12214
1595,12107,23
1596,12107,33
1597,9637,507
1598,9637,748
1599,9637,6194
1600,49049,284
1601,49049,6733
1602,49049,7437
1603,49049,46506
1604,49049,46507
1605,9339,333
1606,9339,441
1607,9339,497
1608,9339,2608
1609,16281,6194
1610,16281,14179
1611,16281,14180
1612,39691,79
1613,8247,444
1614,8247,7384
1615,8247,10104
1616,11253,33
1617,11253,552
1618,11253,840
1619,11253,2735
1620,11253,7295
1621,11253,21498
1622,1949,4
1623,1949,6194
1624,1949,11317
1625,8452,11317
1626,310,33
1627,310,158
1628,310,159
1629,310,160
1630,27578,10254
1631,954,4
1632,954,44
1633,70160,1632
1634,70160,5420
1635,45243,923
1636,45243,2877
1637,45243,3527
1638,45243,6194
1639,364,1382
1640,364,6194
1641,7518,520
1642,7518,521
1643,11544,2
1644,11544,10217
1645,9986,4
1646,9986,7311
1647,8656,4
1648,8656,27
1649,8656,1865
1650,8656,2478
1651,146216,429
1652,146216,435
1653,146216,491
1654,146216,9993
1655,9291,4
1656,9291,441
1657,9291,746
1658,9291,2608
1659,9291,60378
1660,55301,711
1661,109418,5
1662,109418,2608
1663,109418,7431
1664,11665,79
1665,11665,507
1666,11665,748
1667,11665,1757
1668,11665,6194
1669,11665,27352
1670,11665,54502
1671,11665,60378
1672,6964,441
1673,6964,735
1674,6964,6194
1675,11324,4
1676,11324,562
1677,11324,11317
1678,11324,23243
1679,12193,12
1680,12193,158
1681,12193,2308
1682,12193,2795
1683,12193,2796
1684,9928,9383
1685,9928,11749
1686,754,4
1687,754,455
1688,754,456
1689,754,458
1690,754,9195
1691,754,25358
1692,10202,2
1693,10202,2608
1694,10202,3538
1695,4147,27
1696,4147,80
1697,4147,306
1698,50546,5
1699,50546,2608
1700,1701,130
1701,1701,3589
1702,1701,9195
1703,1701,78338
1704,1701,78339
1705,13027,27
1706,13027,7296
1707,13027,11843
1708,13027,20157
1709,2289,14
1710,2289,932
1711,2289,1370
1712,2289,2570
1713,2289,10102
1714,20504,1088
1715,20504,1885
1716,9574,2
1717,9574,2173
1718,11618,7
1719,11618,1560
1720,2300,3592
1721,2300,8816
1722,2300,55527
1723,12096,5
1724,12096,1507
1725,12096,2364
1726,12096,3929
1727,12096,8411
1728,10200,306
1729,10200,6332
1730,10200,20374
1731,10200,20375
1732,10200,36390
1733,8834,1885
1734,8834,6194
1735,8834,23397
1736,228150,5
1737,228150,11029
1738,228150,16312
1739,228150,34034
1740,228150,39649
1741,228150,47169
1742,6068,175
1743,6068,961
1744,6068,8816
1745,6068,9195
1746,41515,2609
1747,41515,2785
1748,41515,5219
1749,41515,13481
1750,41515,19045
1751,9023,27
1752,9023,521
1753,38317,5
1754,38317,2608
1755,38317,3045
1756,38317,8000
1757,38317,8411
1758,38317,46221
1759,38317,46222
1760,2157,12
1761,2157,14024
1762,2157,19902
1763,2157,30253
1764,14462,4
1765,14462,258
1766,14462,1274
1767,161795,27584
1768,161795,40955
1769,161795,40956
1770,159824,5
1771,159824,2251
1772,49948,2
1773,2135,27
